Stock,Weight
LIN,0.1256544502617801
 SHW,0.09424083769633507
 APD,0.0837696335078534
 ECL,0.07329842931937174
 NEM,0.06282722513089005
 FCX,0.06282722513089005
 NUE,0.05759162303664921
 MLM,0.05235602094240838
 VMC,0.05235602094240838
 ALB,0.04712041884816753
 MOS,0.0418848167539267
 CF,0.0418848167539267
 BALL,0.03664921465968587
 PKG,0.03664921465968587
 IFF,0.031413612565445025
 AVY,0.02617801047120419
 EMN,0.02617801047120419
 CTVA,0.02094240837696335
 IP,0.015706806282722512
 PPG,0.010471204188481674
