Stock,Weight
PLD,0.10582010582010581
 AMT,0.09523809523809523
 EQIX,0.08994708994708994
 DLR,0.07407407407407407
 PSA,0.06878306878306878
 O,0.06349206349206349
 SBAC,0.0582010582010582
 SPG,0.05291005291005291
 ARE,0.05291005291005291
 WELL,0.047619047619047616
 VTR,0.042328042328042326
 AVB,0.042328042328042326
 EQR,0.037037037037037035
 ESS,0.037037037037037035
 EXR,0.031746031746031744
 KIM,0.026455026455026454
 FRT,0.021164021164021163
 REG,0.021164021164021163
 CBRE,0.021164021164021163
 CCI,0.010582010582010581
