Stock,Weight
XOM,0.125
 CVX,0.10576923076923077
 COP,0.08653846153846154
 EOG,0.07692307692307693
 SLB,0.06730769230769232
 OXY,0.06730769230769232
 VLO,0.05769230769230769
 MPC,0.05769230769230769
 PSX,0.04807692307692308
 HES,0.04807692307692308
 HAL,0.038461538461538464
 FANG,0.038461538461538464
 DVN,0.028846153846153844
 WMB,0.028846153846153844
 KMI,0.028846153846153844
 CTRA,0.019230769230769232
 APA,0.019230769230769232
 BKR,0.019230769230769232
 OKE,0.019230769230769232
 EQT,0.019230769230769232
