Stock,Weight
UNP,0.07446808510638298
 HON,0.06382978723404253
 RTX,0.04787234042553191
 CAT,0.07978723404255317
 DE,0.07446808510638298
 LMT,0.05319148936170212
 GE,0.05319148936170212
 WM,0.042553191489361694
 NOC,0.042553191489361694
 EMR,0.042553191489361694
 PH,0.042553191489361694
 CSX,0.05319148936170212
 CARR,0.042553191489361694
 ROK,0.03191489361702127
 ITW,0.042553191489361694
 FAST,0.03191489361702127
 ODFL,0.042553191489361694
 XYL,0.03191489361702127
 CTAS,0.042553191489361694
 ETN,0.06382978723404253
