Stock,Weight
GOOGL,0.17307692307692307
 GOOG,0.038461538461538464
 META,0.13461538461538464
 NFLX,0.09615384615384616
 DIS,0.07692307692307693
 CMCSA,0.06730769230769232
 TMUS,0.05769230769230769
 VZ,0.04807692307692308
 T,0.038461538461538464
 CHTR,0.038461538461538464
 WBD,0.028846153846153844
 PARA,0.019230769230769232
 FOXA,0.019230769230769232
 EA,0.028846153846153844
 TTWO,0.028846153846153844
 LYV,0.028846153846153844
 MTCH,0.028846153846153844
 OMC,0.019230769230769232
 IPG,0.019230769230769232
 NWSA,0.009615384615384616
