Stock,Weight
AMZN,0.125
 HD,0.07692307692307693
 MCD,0.06730769230769232
 NKE,0.05769230769230769
 TSLA,0.11538461538461538
 SBUX,0.05769230769230769
 LOW,0.04807692307692308
 TJX,0.04807692307692308
 MGM,0.038461538461538464
 RCL,0.028846153846153844
 DHI,0.038461538461538464
 LEN,0.038461538461538464
 ULTA,0.038461538461538464
 ROST,0.028846153846153844
 YUM,0.028846153846153844
 AZO,0.038461538461538464
 ORLY,0.038461538461538464
 BKNG,0.038461538461538464
 MAR,0.028846153846153844
 POOL,0.019230769230769232
