Stock,Weight
AAPL,0.125
 MSFT,0.125
 NVDA,0.09615384615384616
 AVGO,0.05769230769230769
 AMD,0.06730769230769232
 CRM,0.04807692307692308
 ADBE,0.05769230769230769
 ACN,0.038461538461538464
 INTU,0.038461538461538464
 ORCL,0.038461538461538464
 NOW,0.04807692307692308
 CDNS,0.038461538461538464
 SNPS,0.038461538461538464
 ANET,0.028846153846153844
 KLAC,0.028846153846153844
 MCHP,0.019230769230769232
 FTNT,0.028846153846153844
 PANW,0.028846153846153844
 TXN,0.028846153846153844
 CSCO,0.019230769230769232
