Date,ALB,AMCR,APD,AVY,BALL,CF,CTVA,DD,DOW,ECL,EMN,FCX,IFF,IP,LIN,LYB,MLM,MOS,NEM,NUE,PKG,PPG,SHW,STLD,SW,VMC
2025-04-02,0.00598723067699769,-0.0010193912797229476,0.005145609820961239,0.00568055669575207,-0.0017175649496035117,0.0030155192941168085,0.007081065631722172,0.004941302241056711,0.008090071991078363,-0.0023990050977730215,0.002384218219170453,0.001835771968340838,0.015368760907953805,0.015097783767036077,0.005673350354651552,0.008709323279497028,0.0163240934981832,-0.0123134848776012,0.009111546985995034,0.028163116397909693,0.007152543266046196,0.010647170389394667,0.008814233007659045,0.027096793877929626,0.03156515728017273,0.011927315609223221
2025-04-03,-0.07958480818598623,-0.023469437901449397,-0.039869794725316154,-0.02347992383649855,-0.03460144798909237,0.0003757706109315251,-0.0421875407033977,-0.09926917559857962,-0.09830893104894622,-0.013482630859959932,-0.09412160161220018,-0.12277495274286954,-0.027601208643138975,-0.09695187659675042,-0.005364615540231266,-0.10672328531284447,-0.015229328283637544,-0.019267078420254546,-0.00820841870989053,-0.10761602126650216,-0.060587988801462656,-0.05558081817994198,-0.036786751857282085,-0.08872490133175448,-0.09243523505902851,-0.012161600691266816
2025-04-04,-0.12015034317237328,-0.03657256415428123,-0.06966810345855978,-0.03453547792395528,-0.03762380621762751,-0.08502381004545989,-0.0898857340119752,-0.12747123710050268,-0.10362359235156171,-0.04983216049021999,-0.05563895639901162,-0.13011035626374223,-0.043557832685340636,-0.024400179928792842,-0.06262577654484658,-0.08128666831364595,-0.029424455349439493,-0.09668714164991221,-0.08586805016152166,-0.05984148832795133,-0.03034474773901208,-0.0465428817730954,-0.025216506126491733,-0.059021210357730114,-0.03863258596466468,-0.02715233264891248
2025-04-07,-0.007007391678368835,-0.03253798069916325,-0.016586280552202237,-0.023318687132425908,-0.02942389771963949,-0.014096074357923816,-0.003943413449497779,-0.022996229717797245,-0.024113507232568665,-0.03129074206478222,-0.024890792382156746,0.041852515837750515,-0.03295958845228497,-0.025844045529919257,-0.027628075681376818,-0.023801289491338085,-0.023114543933456466,0.005117217820270525,0.015391556612964097,0.016954068973584757,-0.012975676561875704,-0.02239032768072513,-0.027856363911004323,0.01675672737919287,-0.04018513080109665,-0.009577923196416371
2025-04-08,-0.12633387611817204,-0.03923771059149406,-0.04048630745981452,-0.04029350829270795,-0.047275730720604314,-0.04955584601241436,-0.0008997159718817649,-0.04586358242190891,-0.06213668329971722,-0.020318712108699954,-0.01289891525995801,-0.03819564391812691,-0.054589103462370336,-0.04450148340200666,-0.0294228357057863,-0.05954060897471758,-0.015897492715997608,-0.03436573156864353,0.0022291364676285674,-0.012289202318186976,-0.028004778113045803,-0.054369089367234835,-0.02880948322736021,-0.00729461727554459,-0.030956641091771986,-0.008926596980721624
2025-04-09,0.19129238521484138,0.05250884235284481,0.0868429108531279,0.05815266439326794,0.03871829549117267,0.02964805951467242,0.054755022783829155,0.12370754762948888,0.15691601341800276,0.05273655967588575,0.12077043885746974,0.15508394512851176,0.09154822352207237,0.0976265118830495,0.07896843908178819,0.12399025112089057,0.06435213560572062,0.08435858343669289,0.08429723350967122,0.11400456834963246,0.07654707505341984,0.12491812829643534,0.07253349863028102,0.11267344356739839,0.11757009269245211,0.05757427642385737
2025-04-10,-0.09525385426908661,0.0,-0.030199963035902666,-0.013502287549490122,-0.015424234109753687,-0.007517715843969319,-0.01058749496303879,-0.06924936947506688,-0.0860683151158338,-0.021048219082289155,-0.06676488631953659,-0.0708357877850131,-0.02178984465753464,-0.05752755372368201,-0.03159403328846966,-0.09176000190803468,-0.013205233588687637,-0.01944897864775741,0.04492298330892286,-0.052467506141104514,-0.02106209555682026,-0.04441859684200444,-0.018855013726380876,-0.04207098219637928,-0.05646672516822471,-0.016490607310010508
2025-04-11,0.03582520880686291,0.0343680100011039,0.026599047003440512,0.01860962360029328,0.04634469325382096,0.029012470046126504,0.023127406382446036,0.02133190357489756,0.0417735319779311,0.011911459283998171,0.030378723850846612,0.06379580892186154,0.025077082429117548,0.013852828648825088,0.023038731600875106,0.046926720844880254,0.03454883189870461,0.06652891382465542,0.0791128000241359,0.016447347235029497,0.01881911662234126,0.022328247293323278,0.020793533764172256,0.02485326053478376,0.013161131692877692,0.028525300487453054
2025-04-14,0.012705187824657349,0.022508042857899202,0.0132708389870555,0.015322958502030692,0.014763945039622861,0.0056944471386435325,0.01703780589337911,0.03532011347394248,0.015828266553421733,0.014023417560290685,0.013018514538364778,0.011994052608061967,0.004236783089096585,0.01579849234331432,0.009505914588815667,0.009843597569272333,0.022859937052986723,0.029833425271838188,-0.003274580022405549,-0.003775629270397207,0.009050499808816337,0.007445631562837951,0.01261983296946001,-0.013786268850528804,0.01568625984353189,0.004869995602096111
2025-04-15,-0.058895324623626566,-0.018867956592823587,-0.026707738333863973,-0.016136452368413212,-0.0245901195578615,0.009805287881959224,-0.0097859966119761,-0.008364782277051841,-0.04085867682265454,-0.0018439735315503025,-0.02129268679370211,-0.006845337537674356,-0.013473136870573277,-0.014922300846847092,0.011075537209199293,-0.01305484005949531,-0.007714827567159466,-0.007148266245846413,-0.0038327662376335114,-0.003067969874619547,-0.010175656692642865,-0.01842729844390545,-0.012139960120605031,-0.004294737727360665,-0.007963272859394577,0.004312488644158785
