Date,A,ABBV,ABT,ALGN,AMGN,BAX,BDX,BIIB,BMY,BSX,CAH,CI,CNC,COO,COR,CRL,CVS,DGX,DHR,DVA,DXCM,ELV,EW,GEHC,GILD,HCA,HOLX,HSIC,HUM,IDXX,INCY,IQV,ISRG,JNJ,LH,LLY,MCK,MDT,MOH,MRK,MRNA,MTD,PFE,PODD,REGN,RMD,RVTY,SOLV,STE,SYK,TECH,TMO,UHS,UNH,VRTX,VTRS,WAT,WST,ZBH,ZTS
2024-10-02,-0.00013638070537735913,-0.0007108242745336169,0.0007044583748538891,-0.029712689478581633,-0.0018419702792332737,-0.025467206161892908,-0.007903338136815319,-0.010796632733988676,0.016257018993565797,0.004159715672212849,-0.001087760409128835,-0.021201433217632237,-0.017852307969157155,-0.0051679360967099575,-0.011550652634578107,-0.006080007849533664,0.01137481813014185,0.005911008676560581,-0.0023672912615506636,-0.02236558764760943,0.016666643547289306,-0.011931303105358504,0.0007680960511495805,-0.006872462492534481,0.009530536711528814,-0.003946331108844792,-0.009806367173146313,-0.010147391328324873,-0.11794598908552056,-0.01907474859896774,-0.006317959456369149,0.0016856091882220259,0.003836919948206452,-0.005062055281902733,-0.0009123539124196167,0.007450673097190608,-0.019459124476056244,-0.009777753340241113,-0.029569230969713867,-0.0231828548435411,-0.012044430691193542,0.013859925466097156,-0.0020927852310476114,-0.00822814075660594,-0.006342482354873891,0.00046074932946238434,0.005143096465216157,0.004903331154478163,-0.004453341528411592,-0.006045792399042127,-0.009466437683196216,-0.0003590223689106109,-0.0029378359847126445,0.015446611886745565,-0.016221038314839342,-0.0017406075755357353,-0.009153570457981708,3.346372282497789e-05,-0.015371654869973939,-0.010081268654317577
2024-10-03,-0.013579902494399665,-0.006960763169813422,-0.01240749167561328,-0.004578662308111436,-0.007037158655584741,-0.024742825475694064,-0.010009991315355626,-0.020981279000813702,0.008184630888823818,-0.007929911065042372,0.0012703657477477481,-0.00044022319415848443,-0.007986805413360942,-0.007699460181426754,-0.0030680068854506137,-0.0171591377051572,0.010925346120732593,-0.017628821910411485,-0.012376340376718087,-0.0002513562062685937,-0.02116241730605961,-0.013678890226933471,0.0033768413745276504,-0.01274167753282085,-0.0067264357219931625,-0.028203572978811597,-0.00689476551972612,-0.009408765307671652,-0.01910826192647752,-0.005041488571058017,-0.008723885285398358,-0.018812567801570923,-0.014364371181853408,-0.00415706458420817,-0.0179451941562776,-0.006194770470496769,-0.013318914056852815,-0.015148185459743724,-0.0013261074671310213,-0.016952182005823047,-0.03309056614371608,-0.023175694080772913,-0.009437213612849993,-0.01134849045366415,-0.0246859408829897,-0.001800223079508001,-0.007835043204727943,-0.005470872870230736,-0.007966610234659388,-0.009856126424213074,-0.04429806726265828,-0.019258240679918548,-0.03941966190611956,0.000742911736938412,-0.018587498557127602,-0.003487371324167876,-0.001830710938830915,-0.008338717445758648,-0.01419239225550728,-0.007638011719152127
2024-10-04,0.0029056245005776304,-0.005935040920604373,0.0036531510928585753,0.01848337283305823,0.006866599233070092,0.03534764667285373,0.0036232158406845905,0.004870623998430412,0.006716369679044876,0.00858984995615053,0.014771232125773137,0.0033474241961524154,0.0005552597864935116,-0.009815864632846227,-0.004616242280923277,0.006065769172883373,0.02654164820273408,-0.0038974295083356036,-0.0018113585823819056,0.010184164472222701,0.036997568420904736,-0.012403380921073404,0.0018356296794521665,0.017134023373331475,0.004990021810372225,0.004102382958251161,0.012875493907463342,0.00028347948407825285,-0.007238017810517361,-0.012098725427816981,0.0067123648880793585,0.010730002229098368,0.004837077123199585,-0.0013085610543936976,0.004324070763169319,0.0018180417095565726,0.006531697632577105,0.005582825745474862,-0.0020822427400100096,-0.003721171533336398,-0.014245929854794115,-0.007229792229391463,0.008468475204330694,-0.0002174140204509456,-0.0017445026059258462,-0.018663682786191904,-0.0011281308402637524,0.007136421532768722,-0.007901679522701932,-0.0011091526634650073,0.010540464817524464,-0.003844121034617287,0.002370221700422892,-0.002614935418005504,0.0038805199272287094,0.013998302575660704,-0.005332912424968694,-0.0027244152440096814,0.004702897763111391,-0.005026425687947977
2024-10-07,-0.007449883435072802,-0.003499814589507322,0.006392115010099619,-0.02693184104255686,-0.006913625144953417,-0.015143154213266508,-0.0031902993981286487,-0.012602307357780451,-0.009636788705327914,-0.0015377011120198958,-0.0019647051578315367,-0.004184991247760728,-0.008185404443635358,-0.004059670625087386,-0.002000631918150919,-0.00796898515616018,0.010218310007604092,-0.02579752126835788,-0.004592002121096783,-0.01960301890232441,0.007487918538543692,-0.00010168823830747353,-0.014505985329520743,-0.014876392157583629,-0.001891552700316712,-0.02928414989795103,-0.004486548104883692,-0.017857065624040325,-0.015581390852117516,-0.011011806514458544,-0.025633364680661352,-0.019491802118517976,-0.022242973232041607,-0.004741322753051946,-0.018333258149130227,0.012669648327334526,-0.0036051730069924792,-0.013822805603575516,-0.016360732580584236,-0.010749853989524327,-0.02458470969235349,0.008555811573683014,0.021693525410786618,-0.009350305003242299,-0.01655771387742022,-0.007222940002833189,-0.011535963608432453,-0.021405329110848914,-0.021643134145297727,-0.01731107677616428,-0.016849431252831337,0.0004008414706231367,-0.013399472867195894,-0.012922905732491552,-0.014737193321160524,-0.02243317211458673,-0.007347298703979099,-0.020505749621225755,-0.02292706956901347,-0.014471305500460163
2024-10-08,0.005003689366047892,-0.0030991125206153436,0.01120312557192249,-0.0033638855626585418,0.0007245279924819048,0.03774103993926636,-0.0012212583913800978,-0.005672484492778795,-0.017964042644311617,0.01694103321574847,0.007695110511265035,0.010756172299191347,-0.002098216958472232,0.0011375746422612742,0.005968170178837218,-0.012630796819733559,0.00996180998717655,0.012797896635043937,7.434369454872858e-05,-0.020248745198454876,0.011804102683952378,-0.005182670185098326,0.0619770676054896,0.006995320902108082,0.009238460080450261,-0.010326015442900127,0.00475719699397259,0.00995663465550467,0.029243721870338524,0.00660442220317381,-0.0003042012136723615,0.006034791474388568,0.020287327495512875,0.0010029490544616326,0.002924003990723234,0.017052537142522306,0.02361114671725595,0.01263788067006133,-0.0010146254686567158,-0.0006444996217631616,-0.0056199220741558475,-0.009404558469117918,-0.0006848416559643855,0.006760650556705716,0.00924648235189518,0.01622974183355419,-0.004080618956468274,0.012671539090201911,0.005309212386750639,0.01637008990774924,0.0029924552624032152,-0.00567758955462494,-0.0013628504169336253,-0.003392964356246808,0.023049478816780544,-0.0008825503926590539,0.025691557754331296,-0.013566521548045718,-0.004986322204660221,0.0004804955465804728
2024-10-09,0.0013139368497130377,0.009015146748715841,0.011515267180212119,-0.0011535686374317677,0.014889142390755339,0.01939664237698291,0.004385038280483311,0.018979656594387384,0.006097550878782831,0.010018646866739811,0.01704849205621306,0.00811219266282115,0.014157586039768688,0.011267895412639728,0.0015850467289719727,0.0046566135452603685,0.00106214106102831,0.0015458247559183569,0.001562469714607495,0.03206994980565425,0.002736604357930439,0.008253853754797147,-0.007586872855485094,0.0008820811927436889,0.010914199750037046,0.020550405517813397,-0.0017443232733884706,0.007429694075331783,0.009251678079998715,-0.0018505770089616291,0.00030429378020957465,0.009130169611346384,0.01994633034682658,0.006011664933110117,0.013730793381939055,0.006588444586290265,0.01419944789509997,0.002382545203149844,0.016526621851574497,0.016125986107429213,0.008049344504470923,-0.0005993889882310866,0.034612743249814004,0.010944902484608221,0.006893731342592968,0.004151444843216945,-0.004261207123192889,0.03053780926012828,-0.00030809208172977165,0.009036905954551644,0.007051926148536003,0.006381828771064413,0.002117696161529903,0.016575597574985723,0.01967577184656011,0.007950493703392292,-0.005795372290046119,0.00013943789445791666,0.01660612711222842,0.014943743462697556
2024-10-10,-0.01422643381791655,-0.002054007797328672,-0.0028459436940184712,-0.017708197564219708,-0.004342197367279699,-0.021405953809271905,-0.011208696846140564,0.015234721763251136,-0.00757574510724246,-0.0057670128904212525,-0.006111505425680952,0.010902006445064227,-0.010089782210571552,-0.004681647806299094,0.0047024095343941585,0.019872113948768977,0.013339309214963846,-0.00805305723639238,-0.010325764869996146,0.0008160051571448612,-0.0008618958003593358,-0.0026950481105604274,0.0035284549398537646,-0.005728811405444789,-0.01706529096755427,0.0023036388527637452,-0.0024963126657562285,-0.006665738284832967,0.024404130261234558,-0.002886327051099258,-0.0059306474601461545,0.0063814273207363215,-0.013336613401447206,-0.00087146219734624,-0.003154320278467848,-0.009839666388657187,0.008225136653204235,0.005659339424463283,-0.014744157726823803,-0.007889703583709884,-0.03448859596069842,-0.0056942023332714475,-0.028155044394221007,-0.0027605219106183743,-0.013011363825322309,0.003754703179458474,-0.010534162850453832,-0.015611474794600233,-0.004358307534598982,-0.0016669620857268086,-0.01723691415248374,-0.009111370269536123,-0.00023477038543384676,0.010960252902629142,0.01747973727897878,-0.007011419481080083,-0.011742208002408328,0.01239009454300577,-0.0061859851565465584,0.0005784195596143515
2024-10-11,0.007566164413882026,-0.000823165174098639,0.004324519252175252,-0.03313738651254572,0.0228653051741472,-0.013232533165035476,0.0040758254432915475,-0.0011134814102328194,-0.003816825254412959,0.010440853338072653,-0.011683039021252783,-0.0005705106388050885,0.011449311133450824,0.004139179674317539,0.0016201944150360248,0.008044761029323944,-0.0032909728660331927,0.005818257254057269,0.014561762226745545,0.008906814858996581,-0.005031605612496937,0.019708353715626625,-0.0019045543326096093,0.00864272967651214,0.0033069747254093063,0.01882507427725999,-0.001376384044942447,0.006995971692811631,0.026368122867350463,0.006317592634564884,0.011473152340340409,-0.004299698124491047,0.0019427960658915389,0.005918602651739047,0.00693351349566429,0.023465656533801615,-0.0013037520275497316,0.005740018673044078,0.014411709267617479,0.00301652406652253,0.025690639405801408,0.0059694562693932696,-0.006134984849242353,0.008218032786993401,0.01666629601999614,0.010843557590132002,0.01064631284370643,0.0005873849695099409,0.003271967329700587,0.006310671085701491,0.005206936228858039,0.005271273537955423,0.006716757503973048,0.0005856728799762401,0.01167698756665847,0.0044131009353760575,0.015114525722724093,0.01668563460485828,0.006613562398262607,-0.0010511669295797388
2024-10-14,0.0029897556916262946,0.007518357141814036,0.00973132085192363,-0.003467794257585033,-0.011359874005725246,0.01012587602998738,0.014883744697912427,0.01688073358825659,0.009003788392433432,0.005166527962344514,-0.005244015448886197,0.003282882958327793,0.0063500699747316425,0.00880646861737766,0.010109662687388665,0.0008809564588792007,0.012456793149308698,0.0022197122302753947,0.004550059612322688,0.00609260609482587,-0.00043344574040904416,0.014226454327618043,0.022016733604443894,0.0064814708363603035,0.0011771301684060376,0.0031428625471681126,0.022678927995949838,0.006805662345686692,0.03692799411885228,0.003632416541531125,-0.010284335706730374,0.017272994891174065,0.00583767189114992,0.000867187192050034,0.0021258342498047256,-0.0027358632743884614,0.007298443513438224,0.007273994865098832,0.0302920154728894,-0.00036448987553505674,-0.00960716013888141,0.004093913419801254,-0.002743468272648597,-0.002531152214632182,-0.0013980831659723414,0.0008315434489913898,0.011521707197316156,0.01834458484292112,0.005773516871956819,0.011557894798688073,0.006270455848359058,0.011508968449421175,0.028554059149025424,0.0122899627135733,0.006456199631123205,0.0008787595809505166,-0.0020113451357596235,0.0014920472202970547,0.01285027815892903,0.013520663957243162
2024-10-15,0.002287807381879725,-0.011540399969278359,-0.005569819226648121,-0.009581101527733948,0.001447889145505421,-0.007044004718116503,0.00749934430604271,-5.2174289848161415e-05,0.001708778026846991,-0.00890926763566513,0.0005362225204912363,-0.007426350195062326,-0.06063097498531944,0.008079520283398534,0.03696449916679101,0.0037796196015633665,-0.03646586476950775,0.002348922669316744,0.00412416650743852,0.01693138146302764,-0.030066519541473213,-0.049408611809888536,-0.010483925841361819,-0.009932325117914309,0.009053594062261805,0.01384615181672011,0.0004900871622308678,0.0012673755130716557,-0.0373691553200336,-0.00853553676206198,0.012988973753204958,-0.00102909481137059,-0.018744456441492918,0.015470243677094153,-0.0007840326237075201,-0.01741778047319331,0.008620009714854548,-0.0018888249964302828,-0.05048213323724282,0.01677443335084905,-0.007275215178860983,-0.0023955070041558058,0.0123796736870041,-0.010494117415436266,0.0022480544046785678,-0.006356235835275115,0.011797207612544547,0.004755754920844124,-0.006616751903796514,-0.0020293825275451427,-0.0031156911205708626,-0.005415763617095615,0.022181909839446456,-0.0811199054206555,-0.0010726032824429632,0.039508420423405965,0.007697690692792136,-0.014592842795260852,-0.002194107336246809,-0.0013495302532082754
