Date,ALB,AMCR,APD,AVY,BALL,CF,CTVA,DD,DOW,ECL,EMN,FCX,IFF,IP,LIN,LYB,MLM,MOS,NEM,NUE,PKG,PPG,SHW,STLD,SW,VMC
2025-01-03,0.030036329476165413,-0.002138972461593669,0.0021886022090866764,0.009710365708814894,-0.007531269148618236,0.031224476154774194,-0.007099787940078817,-0.009014985399926623,-0.0037925959698155154,0.004330367572554339,0.001694464976309984,-0.0044878924804752085,-0.006860011382169073,-0.005831439686168949,-0.0016176929867609546,-0.0001375294614234246,0.011967208711343158,0.03158334938452767,-0.006775981167358114,0.008473042580339873,0.002841374698258292,-0.009963598198829304,0.01014529727617175,0.010899600564384437,-0.024253693925180064,0.006103978463161797
2025-01-06,0.027338015839170726,0.010718102249433814,-0.0023600304614150858,0.01593808476494485,-0.0001850296171879151,0.014122757758779914,0.017876388417092715,0.006822823400456812,0.008883147913994582,-0.0023714065395119555,-0.00022545872161483516,0.02280556529719413,-0.004968366518835476,0.012298968287305145,-0.00142687485509696,0.014978777859697034,0.0013548860623058268,0.00954267226700134,-0.00839670416058802,0.04478135289330498,0.00531261968057084,0.007000962247984299,0.003803493082289444,0.04851966670320618,0.020076455800163817,0.0009722604871622575
2025-01-07,-0.002328441215036392,0.007423099538427902,0.010909597109334701,-0.007179196707383095,-0.006108957290021921,-0.011252231757866049,0.0015805585906307762,-0.0023917972097066142,-0.008553471670795232,0.00025928491183191404,-0.0019175774391417821,0.0044077065528391746,0.005480352337871919,0.002056053911108524,0.004940568927568556,0.0005415352821493968,-0.016854524928643477,-0.005513941089698937,0.00979089410427414,0.005471666090294258,-0.004844160488361782,0.0068653901062822875,-0.010123754639267846,0.009861786307222786,-0.023242725109386964,-0.02098073760738617
2025-01-08,-0.028895376739721645,0.005263100926784503,-0.0037718260533238235,0.005463582597283079,-0.004283776593022037,-0.019605707325561217,0.002104220286813563,-0.00839105244816174,-0.012433434718025937,0.013524047411394458,-0.0033907255086638166,0.025812991386139794,-0.005935004321392046,0.01995901110858367,0.012194280584081785,-0.011772636509417511,0.01690755535221955,-0.02257424287707288,0.025419280063382343,-0.02556068802505007,0.011328418163530918,-0.0014672172091282354,0.009389974744787422,-0.027793953313947517,-0.0034541503985343613,0.013096346099921385
2025-01-10,-0.009727552697133657,-0.014659651073683722,0.02744951650256522,-0.0151830262538033,-0.0271231174836849,0.02011269848425523,-0.0010499680111982768,-0.02350577428509526,-0.010791287037941855,-0.0206761904568884,-0.010659943273577,-0.01912428615667594,-0.008651176395608084,-0.010790064157541357,-0.013952147808004356,-0.0075311451665954765,-0.016510446750688912,0.0060777504822144834,-0.0007667267771789277,-0.00016918801086085455,-0.002144024002354472,-0.021695996283684127,-0.02186415698125821,-0.0012877822688747154,-0.003081172518084485,-0.014062991644928191
2025-01-13,0.05755231318568055,0.011689648795385699,0.029548286834275572,0.016769547977054877,0.023841647774548225,0.07593506734711908,0.049746110800005905,0.023796470609830367,0.03038957511381346,0.016280753474520626,0.021549782504099113,0.011031270926121106,0.02384466106258265,-0.003697549272355327,0.017578168603178623,0.03683777660634169,0.008826258003226783,0.08014501602558721,0.0017903032945545405,0.03994580898971534,0.009953914626618765,0.014313542033514759,0.018051810073549612,0.05965783197516705,0.007533368776366789,0.01724340480838027
2025-01-14,0.012239082058297157,0.0,0.020613742556481407,0.007182333082695669,0.021220599505971993,-0.005340312095762467,0.01601866737503599,0.011420158485608622,0.010335298916668734,0.0018846134417409566,0.03197930281017669,0.0022837835310447474,0.004441717850458327,0.028391082166148385,0.013905137768919884,0.0021289577963867767,0.00872953161373613,0.011931377952167477,0.025274473046986046,-0.009195941074226388,0.010116364638015352,0.015069697502286816,0.016422849621386737,0.002028038848818081,0.014762270437907565,0.015779480410419877
2025-01-15,0.02720503328755597,0.009453803231649127,-0.0034419881414758935,0.004859707160426607,-0.002206700889932134,0.014527877708441217,0.0004926123884176903,0.012752385628764129,0.007984066840577508,0.01132968322585981,0.00032618035192788497,0.017280687065603928,0.0059758608721482975,0.004330618553074261,0.0016147486607980266,0.010224503584482125,0.026290440292526362,-0.0044214852445916275,0.0301294936651868,0.010924067069855159,0.010960645730242025,0.008924706280710959,0.015484074019877836,0.013115325404810196,0.00037789755368899947,0.0312223461264991
2025-01-16,-0.00872307153405616,0.009365163946162047,0.01681338224042639,0.005309404953824037,-0.00018424530509175696,0.00913141837524889,0.01165468302377648,0.00550905599770779,0.011633529001416676,0.010991281491310234,-0.0028260591906766885,0.0,0.0032078999424638432,0.010779688468468551,0.010537870345954659,0.007229121550456519,-0.00011304599139605465,-0.011102947331485646,0.0067682721354593856,0.0022748959191816187,0.0005102957289944143,0.017266328610090698,0.020868800336860893,-0.0011187822693748961,-0.013786584368793653,0.0036541691735001436
2025-01-17,0.03360892716377806,0.0,0.018393764939568458,0.0004183115013416394,0.0007373295788826173,-0.0024678374060219666,0.011195847511310086,0.010566023382962753,0.004159634069127671,-0.007233921041323477,0.01602350111234485,0.004746537454515698,0.0053291298222659655,0.011909093651536917,0.008115805539989474,0.008743428126140484,0.02132800147702474,0.01571859162462652,0.00048003921770445324,0.0094843887185041,0.010836217063576514,0.005351170050337251,-0.0005364858403307249,0.0066400557538548455,0.014170754782184769,0.0034549740082958635
2025-01-21,-0.035285582329975806,0.009278473332074766,0.006167463588668154,0.006167635551181272,0.013814655088494776,-0.0345325213783686,0.012836974660868972,0.012779115943620578,0.013157879415603757,0.015373703105403091,0.012552303351129668,0.001988995100107749,0.007774873305844476,0.027226358553336993,0.01481653018839757,0.005562821937100004,0.018578613047852688,-0.0011052999600433822,0.01631868340292386,0.0043363164603149595,0.01790903936168653,0.026031232161300544,0.02130054259268599,-0.009059883610504138,0.038330844144590426,0.02010362473294336
2025-01-22,-0.04040412500138557,-0.007150135847479477,-0.008662754234790349,-0.010233757282344769,-0.012899664350207063,-0.0016015804920950227,-0.009664175167381495,-0.010706063180686898,-0.018278050479197283,0.0023229097041135294,-0.02331000389831661,-0.030024775643630597,-0.0007014274553339694,-0.004958994703636144,0.0003164313980477118,-0.00836235549950215,-0.005356165389719503,0.02545174331837896,-0.015820516438549426,-0.02382660852606211,-0.00962299748598594,-0.004052841091488735,-0.010455785850800758,-0.014435824461686897,0.006546561564292341,-0.004173685640991187
2025-01-23,-0.004986126687765657,0.005144077907637712,0.02211429940597931,0.014853297385744924,0.01564512918119232,0.01850069188089054,0.026875789456380472,0.007601095101488875,0.01592362497850086,0.005338719971485162,0.010305851091894747,-0.015093335746100833,0.011346410948073204,0.007045843500955495,-0.003999113328499337,0.0036325957312484114,-0.0016555548241591334,0.03597123605097963,0.006477993285397332,-0.00024578056731117126,-0.0023352475594486943,0.004964608179993002,0.009420290600118397,-0.004231372337989203,-0.0014452905669987137,0.0016400214366414367
2025-01-24,-0.01158123257790844,-0.0010236105003673668,0.016234627354708486,-0.009515917656737316,-0.0032620272059658006,-0.07496855572305294,-0.0035831726181029255,-0.010868107239329294,-0.0024114642500808747,-0.0035402462642220023,-0.010737670124869703,-0.01792212795263426,-0.00705529078599243,0.02542676961247392,-0.003584129990542362,0.0,-0.000382667504890688,-0.020486094068017158,0.0021453717262724936,0.0009012698421706489,0.00430529781858402,-0.005668972880666812,-0.0026585479987129013,-0.00016350674075704674,0.013569781030477568,0.009860585608008954
2025-01-27,0.0002252502679251922,0.013319668532933981,-0.008018090677493817,0.022921828057798965,0.027818148947638566,0.007605117593034061,0.007973828453164522,-0.009048528939747613,0.01329463276526166,0.017103200867862656,0.013893535655989497,-0.03015075990005267,0.02073375456896076,-0.013313392243139988,0.0005462981378030474,0.01693367949039959,-0.00459387955198487,-0.0077986637883457055,-0.01117984762539892,-0.0016371281617226785,-0.002289116457279805,0.012298454830323324,0.011162031543698658,-0.0027788750191296563,-0.020349881598849873,-0.0091879003622366
2025-01-28,-0.03243969388519308,-0.00808893090850904,0.001163457776075738,-0.013322428529672914,-0.016628358924899223,0.01667224803180778,-0.002947187447663757,-0.004304814082584207,-0.011927415423932719,0.013484970525452722,-0.007922165092438815,-0.022634261058471994,-0.012438614953116822,-0.002867304954745964,-0.009055895512457113,-0.004576027904617197,-0.007087385259279211,0.0067881575545503114,-0.005292356192404535,0.037550247975300044,-0.0054646584767402695,-0.010298432568461413,0.0,0.04130813202326866,-0.009839701765331998,0.0004001262219393009
2025-01-29,0.004423686044240149,-0.0061163212108337195,0.0009480733973041833,-0.0020175162931923563,-0.004677011765335526,0.025152323732591908,0.011200921741834957,0.001965156718368055,-0.008932861867387398,-0.01037994570421863,0.0003237165039491341,0.012276759496701484,-0.006239917190683286,-0.0192827988135178,0.0064521921689655315,-0.005746304847385475,-0.004297397136476366,0.017743085953659365,0.005804222790485536,0.002528696724425572,-0.09768888778227036,-0.00512160082698887,-0.010324823300921881,0.01668626438447074,-0.014354016069921816,-0.010541576044977075
2025-01-30,-0.007301792506329674,0.0,0.023800036006448755,-0.054014880587591296,0.012832052267673477,-0.003458699037434565,0.01769242902636181,0.0023536436291458074,-0.060901388157669434,0.022597537068004714,-0.00032361174548622973,0.009922763025858261,0.020000014342389738,-0.016040046226970972,0.018388453164827956,-0.022347849057722136,0.012022064664996668,-0.003486724451944867,0.03606637917928901,0.014266507886370405,-0.004090684198820527,0.0030233498997032093,0.01426154312595962,0.011922351837965639,-0.005601208206593933,0.015282744162454565
2025-01-31,-0.017046015496131828,-0.00307682974343082,0.0004774704577832356,0.017754353068369477,-0.006067080196650809,0.00010845162236927663,-0.013303120117010292,0.0018261902385305895,0.0129700969304396,-0.009187767935569968,0.07532106295232133,-0.02156117938484492,-0.00718200430851712,-0.024890387587421348,-0.0005825074492483706,-0.005517665686761042,-0.004045254675777876,-0.024142780501045458,-0.00858663047739805,-0.001942821339742884,-0.00737493181247495,-0.060040726197251204,-0.020216084087184227,-0.01920286146261685,-0.0031919353227410907,-0.007996780266492864
2025-02-03,-0.04442348007424257,-0.016460908252105666,0.008381607524100776,-0.01286811540679944,-0.00035910208194334103,0.0028196876211836752,-0.01011185936753034,-0.009375045511270441,-0.042765482287753565,-0.0027179393066089075,0.011440053964169028,0.0002791320034869482,-0.007922717390091982,0.003595190374325874,0.018134148855464938,0.007926113195322992,-0.015015003188768361,-0.029759757730999925,0.009363203437145362,0.022346866192899828,-0.006489306394181327,-0.029381160978346754,-0.0014518614849688971,-0.002184096290497206,0.008099507567483899,-0.010906363002547992
2025-02-04,0.025233192542062133,0.05125520730201849,-0.007099136651022686,-0.003927110818912394,-0.06896553390374494,0.017519115253992634,0.01687048628057175,0.012092486411820147,0.031300015074769316,-0.0026852725257511256,0.00992161074364395,0.01728934791604586,-0.009027778397395325,-0.03474835684069322,0.001298919111565544,0.025425956702157748,0.0025188488141247856,0.04249812221194271,0.005333953234700539,-0.0036557079053746167,-0.003029114398895305,-0.006429179463086077,-0.0001397836173600009,-0.012038793491329414,0.0061658469321663745,0.0033559435875136767
