Date,APA,BKR,COP,CTRA,CVX,DVN,EOG,EQT,EXE,FANG,HAL,HES,KMI,MPC,OKE,OXY,PSX,SLB,TPL,TRGP,VLO,WMB,XOM
2025-01-03,0.0017108959585698802,0.02646770493181827,0.010091853475910684,0.0038256146676565184,0.007770402602268467,0.015868249912222687,0.014914593440603197,-0.006969317126702124,-0.011954108403697927,0.025063009379551193,-0.0018030822906975885,0.007162824112345145,0.005691917751292852,0.008834505620773037,0.011103543483463207,0.014053309285971372,0.014683915721728447,0.004947946193783581,0.02622708144369823,0.016988888583208794,0.009013381278052401,0.01288467766878365,0.005125379187495671
2025-01-06,0.010247675441476867,0.003985112433031679,-0.010881338463483936,0.0,-0.0039906496511046274,-0.005305239718154664,-0.0014221490121044678,0.013185826140741819,0.014898454926771443,-0.007721181963809887,-0.0007225916899296081,-0.0034459940966370395,-0.015564200993661736,-0.01548274829675711,-0.012439307449682802,0.0051475118819857,-0.007924834052362772,0.00440522797350873,0.012881630259042431,-5.368963617946587e-05,-0.017221940302858618,-0.013957495609417503,-0.0011126303422533956
2025-01-07,0.0,0.013308376037862057,0.016801667250421426,0.004573271711692195,0.01582242137648815,0.02785188809445982,0.00925707225228023,0.01070536606222161,0.011625603395390094,0.016387726129915237,0.0032537338141396255,0.019791024219613318,-0.0007187093450489179,0.008040976615635964,-9.835276786585023e-05,0.015363376151727337,0.00017370800453764268,0.015737836968101604,0.02581055062228632,0.008917094696974326,0.015312757609946326,-0.004658755706784534,0.009374516900131358
2025-01-08,0.000845241477631431,0.0009216070501827378,-0.0004917118515144203,0.029969512450910063,0.004746377242777378,0.013260448120925306,0.007055558189662969,0.017653105862290186,0.002337431444007887,-0.008293687555825158,-0.025945869730388704,0.008657354134246287,0.017260028914787506,0.004729644264554578,0.012203474699373995,-0.006983493119758544,0.009202158841133068,-0.0142239744421645,0.014026937898808045,0.02214876119801601,0.009678215900038811,0.015121517823792674,-0.016735671484538583
2025-01-10,0.0,-0.0041436351249688474,0.002952027830308346,0.022836195878503718,0.018895510574638896,0.02389752905792819,0.022964302981904217,0.0,-0.007481568120370596,0.02210651043071188,-0.002219832736817917,0.01859671313958411,-0.004595270818401387,-0.00042148682813003546,-0.010695190413654743,0.0021488495181696265,-0.019957043309370093,-0.004895674718795595,0.01958565645797883,0.006875842543213828,0.015656186971588326,-0.015428241168530588,-0.0036472078684720577
2025-01-13,0.029560784395492146,0.0362922609199261,0.022664943313287722,0.03024843696918489,0.014431245448236263,0.021672716936800285,0.02343819793244717,0.02204082585199263,0.0005873708693948654,0.0162498615528901,0.03077491450175729,0.01699316210416746,0.012784127767238918,0.03148945762678035,0.021916539802775414,0.026900652832586358,0.017993606272541207,0.031848752627633425,-0.00027685823569523205,0.02157263855430802,0.04876148803600744,0.009185889602246311,0.025811889779281394
2025-01-14,0.019278216688007443,0.00535351418104324,0.00623614631058822,0.0087382039704893,0.00997742296062798,0.011150329899044298,0.009517432348084887,0.012180459573797764,0.018687034209832643,0.0003942163710348723,0.014388547856639011,0.012773632222125908,0.021037859730293595,0.018194132516100137,0.019811407112960477,-0.011389540145642418,0.011122498330841113,0.0005019669444463748,0.021329163344169233,0.019800491385621122,0.005324177541147668,0.03623059702309317,0.003934521688915726
2025-01-15,0.024144924263616696,0.014422032177703326,0.005720835476279884,0.006929980470568253,0.00911418327715463,0.03362032310491747,0.009501264158604972,0.034523551775145656,0.010756733023571163,0.0105807780253806,0.02517734259653248,0.015271348709884114,0.010988997753299756,0.016932183264087852,0.007921538930765193,0.011904759260768616,0.014752363094794996,0.019312728037965465,0.03514244711855263,0.02045882790038034,0.028718579560643276,-0.0008612826252407668,0.016314274134918705
2025-01-16,-0.011787883987907422,0.01334215289938312,0.001232493046636085,0.02649694267843339,0.0066317249911751475,-0.0002603518293541329,0.007223113510643753,0.025553096106643247,0.024135358294037568,-0.0024504304022959777,0.012452401081282982,0.005439158474415118,0.021059699605726623,-0.0016453313937537795,0.01665427139936959,-0.007590145321586972,0.00529405982530573,0.011072800637927482,0.013090893943625836,0.0362529995865275,0.010586499591931364,0.020169004819351688,-0.0017039777105587461
2025-01-17,-0.029821083470879195,0.004532590121436364,0.0022724578548674046,-0.012068393328559357,0.013113265133158913,-0.012233176876791152,-0.003611157449767477,-0.015247384152096255,-0.013174971940128621,0.005917732256996766,0.02152379620026057,0.01081957076147444,0.008316719060747824,0.006591968407711146,0.0027608539935084497,-0.006309728725897079,0.007523226164371621,0.06059875312557628,0.014221308047571712,0.01300776693636485,0.01205437542849186,-0.0006759073905875379,0.008983082712276325
2025-01-21,-0.028688496946407516,0.010743463060249203,-0.014832310993998732,-0.010858563965579826,-0.020003642142744305,-0.03214754323989544,-0.003953793749039591,0.008874680434771687,0.004136961587470012,-0.017926482408953226,-0.012374567878376874,-0.017773446422317263,0.0300231451674442,-0.012311669221069521,0.008168102342457573,-0.027323478280610214,-0.0003319018414007502,0.003671407393870396,0.00343994318822638,0.006953471888254459,-0.010776373611748769,0.025194481059528373,-0.007567611907491889
2025-01-22,-0.0038379647254460636,-0.026147900662184864,-0.011699265457926544,0.0010292155460862595,-0.011564824160672171,-0.00735095371211314,-0.014848482790470241,-0.0005614905397678394,0.002434381896079252,0.0036168828908900164,-0.035557078208727555,-0.02065118644172903,-0.01409346637608866,-0.021283708833288117,-0.0323167158135067,-0.006923868338652217,-0.01610087437792096,-0.0482396055388713,-0.0013966922935545467,-0.027391531818446446,-0.03189276858638068,-0.023585704644995542,-0.01740382946134378
2025-01-23,0.0064212524160092155,-0.003274483239693038,0.009023842905428348,0.0017134626185522084,-0.0025573981890445463,-0.0002743130209759137,-0.00029850200937353577,0.003370835931093108,-0.009900979399357857,-0.005405685161576357,-0.017907345591855917,-0.0050140579782641526,-0.009746711108556405,0.0453899724462834,-0.013264392204905273,0.002788918457698575,0.034331492343691705,0.009608405060775205,-0.007332192332077381,0.0005678780060993649,0.04167902259993039,0.004898640276240318,0.00566061087928138
2025-01-24,-0.008081746783368482,-0.002409080771284322,-0.02077118156505231,-0.00718432599987584,-0.002307509671261254,-0.013443115539442108,-0.016121737837209493,0.0018663236968321506,0.0,-0.019079495694049653,-0.00607800141053183,-0.0031755641505323284,-0.006889672165857452,-0.01749729230241759,-0.0034321775147074796,-0.020858255632691725,-0.006198016036510046,0.005234412174913716,-0.032192316823019373,-0.010974880742266713,-0.007675482843395032,0.0013447705375990715,-0.013527051811500046
2025-01-27,0.002572906784459983,-0.04390786056391893,0.008445526347441668,-0.04100622521683772,0.010151021768929791,-0.017519322845840346,0.0010620765769828733,-0.09724291635245708,-0.04320757277477161,-0.009580847735341402,-0.019784105241727024,0.01184224050589533,-0.09283123048088504,0.006529916364013566,-0.03903187690678567,0.005477829102902065,0.010011533469224565,0.006863873881852722,-0.07671735379295008,-0.04701776935339952,0.012031818487868495,-0.0842706351143403,0.013896567539095628
2025-01-28,-0.00171084164321067,-0.00619979797843806,-0.012756926267087243,0.00251519892705665,-0.006487329357256044,-0.012737148056738645,-0.012958593553084818,0.02971526843547667,0.007000622171055237,-0.013694787376694717,-0.022018401315929248,-0.0072548769911845445,0.0,-0.012844032429068064,0.0014933301908439667,-0.011299500517655492,-0.015437159807106582,-0.028678822772342016,0.015536949057328497,0.015709657879936056,-0.022503697607709316,0.011915697888903898,-0.0193337563706808
2025-01-29,-0.006855177613911745,-0.004852097912911635,0.0017754558323130887,0.012186417610698497,-0.003328824124043117,0.005447262780402307,-0.00015357098650381484,0.014428760934345863,0.004308229885140902,0.009512640262098415,-0.010506471175980026,0.0007584254071664187,-0.005826721144198466,0.004978816261742569,-0.0021869414231744377,-0.003469232456121407,0.008087176204925939,-0.009196663248342674,-0.002540693173343378,0.0024213351468487243,0.009773333640324733,0.002355119377025039,0.005831218030476704
2025-01-30,-0.008196718569404626,0.0355236050068386,-0.0009845652912437997,0.00531162893709447,0.00404646651085816,-0.0005702605326094456,-0.00345534583609719,0.02034776048415865,0.0014624519155390647,-0.0026337967480131175,0.006446710425799473,0.004753289982019071,0.029304139895761416,-0.009445773532444024,-0.005080598909219969,0.0018429860527306996,-0.010805598105936176,0.0019541258709498965,0.017610304577363012,0.011584328613052586,-0.021178152861984212,0.022772428495990038,0.00828195594904746
