Date,AMT,ARE,AVB,BXP,CBRE,CCI,CPT,CSGP,DLR,DOC,EQIX,EQR,ESS,EXR,FRT,HST,INVH,IRM,KIM,MAA,O,PLD,PSA,REG,SBAC,SPG,UDR,VICI,VTR,WELL,WY
2025-04-02,-0.007017923930766612,0.012945660733544306,0.005128014169284434,0.012843534672237977,0.01740324307225216,-0.0076474304779550195,0.007217863724807705,0.009345767377082925,0.01800747870890862,0.0019980303675415367,0.017871308402110042,0.004910229246023912,0.005531808047470221,-0.0025026286208684745,0.021548677334324084,0.0145429009423661,0.002315484707909432,0.013925598293861752,0.014664265406409971,0.0031048633015700045,-0.0005249214124136703,0.007985706558318206,-0.006457857451847682,0.015903169795601135,-0.004899730466133123,0.023667954937213853,0.004206427392379419,-0.0077065361338189975,0.0017323990135902356,-0.006941278770506654,0.011667853549404139
2025-04-03,0.04722355940712242,-0.06585080148328615,-0.04522055356801624,-0.07696848994095506,-0.0708980225391409,0.031307184153308576,-0.03184043724619179,-0.044669666874584846,-0.05104917536742426,-0.02991040285633695,-0.03620943558796863,-0.042998667810572155,-0.04182950006350439,-0.022445229247302634,-0.06459429238825398,-0.0921501476953479,-0.01848097385991576,-0.0567536965184976,-0.06433578077102386,-0.02595232927116342,-0.0010503941992339172,-0.09569168631244729,-0.0073755086396590785,-0.03545623810788734,0.052566776651891134,-0.10110911342501605,-0.036596122027924394,-0.016464687485698848,0.0030263721492660434,-0.004246151405810417,-0.06953862229488372
2025-04-04,-0.03514610348244984,-0.057623190661646784,-0.06878462336463032,-0.034824282374725346,-0.04651158492543972,-0.056790579457680845,-0.07115819494099418,-0.048853907034501765,-0.02544472289463129,-0.05292892031491703,-0.04395832497478658,-0.06943841721882305,-0.07922542339420713,-0.04127362414921709,-0.03873547940048705,-0.0120300702733952,-0.042659669891273455,-0.07111906289444458,-0.03736917340901291,-0.0645319668804385,-0.03347356706012883,-0.033074057846488314,-0.034640654599466525,-0.04605350339926684,-0.04747257149316031,-0.04654652775647228,-0.07459963180213969,-0.03379656200437975,-0.05876434183554946,-0.05996199357535348,-0.04265409288856836
2025-04-07,-0.030794481827848608,-0.04269191417514129,-0.01507561451090822,-0.03194298763193937,-0.0078760187225132,-0.027431161119688574,-0.021552110066716534,0.0431010346328482,-0.006036368171190243,-0.012479592243899829,-0.024105730674102377,-0.019909071705145,-0.031878256680384576,-0.04218213532097137,-0.02828596133419048,-0.016742754055464104,-0.03380457481762811,0.004404703171117408,-0.01035191701519289,-0.015481995540399529,-0.040253840305878974,-0.03776855640654864,-0.03106878285783743,-0.017885647869375854,-0.024919337172501388,-0.01855531824495149,-0.031157156597976576,-0.027133043735727003,-0.02060748639153165,-0.03126524162743538,-0.029702992771644676
2025-04-08,-0.04091092695408449,-0.011181074577740424,-0.008368261204585892,-0.0278680431868622,-0.027400760073942987,-0.03441601213965029,-0.014067592518949401,-0.03326728241671828,-0.004097514251135914,-0.011538650572038955,-0.010257543182507156,-0.011196391495207236,-0.029498185275054767,-0.04358671448775531,-0.03476954758341666,-0.017027921874315455,-0.028944003283516095,-0.007738987963392452,-0.021966541454846,-0.004910103591297177,-0.012469283082738425,-0.05035966239958878,-0.034023740093386046,-0.030500457354579846,-0.027328214789777983,-0.020719930217449223,-0.027820382184155723,-0.011760792153919897,-0.012780596701050917,-0.01671345798797541,-0.025902630908696378
2025-04-09,0.01377887746897355,0.050428919972300035,0.07028796801378356,0.08318672864083965,0.06433205234859996,0.007487067260653291,0.04862478342654786,0.07469607183611693,0.07097205856820676,0.03613129490660816,0.07750616854424686,0.08152702447815341,0.0679364659372601,0.0717163557142746,0.08161796180996328,0.1196851090796276,0.05699308551496607,0.09827111276221068,0.07807485913326428,0.052543806023330086,0.03271460691688555,0.09425128303830621,0.06000524583909583,0.06383631090066832,0.0171165818117609,0.09125878623523587,0.07823574503452346,0.04692286389302969,0.035522482480907946,0.03663274240668768,0.07010474062135352
2025-04-10,0.004048685866038904,-0.07733236588809622,-0.03393383106853831,-0.031336242449559015,-0.03809676956440855,-0.0039773860926600735,-0.0326738842401072,-0.04167724150553653,-0.023873316790976817,-0.025214610927195458,-0.03347006141374742,-0.03873772626126226,-0.03346206144343977,-0.028373572294846272,-0.015711448483893498,-0.05414913451918846,-0.019522760791901517,-0.033850136958875954,-0.01934523054270587,-0.018878708373487485,0.0031494281905000143,-0.033903492637761046,-0.014949178427992371,-0.017800798018292152,0.00028280761688437295,-0.035840134055227124,-0.030265737222171962,-0.02305947085365212,0.00015249573750386602,0.0022616651814613142,-0.027861424085937725
2025-04-11,0.0319426246126997,0.03151405358133008,-0.0030476652944023686,0.016426410096620492,-0.006000896429319114,0.01586797237596005,-0.0012030291650128033,0.02612040928839865,0.019678163709735408,-0.0005504990212223948,0.00790155370285861,0.005756964371033568,0.00239680993946223,0.015397401243192999,0.01461336081181841,0.019330928436977812,0.015170608297342403,0.022173303628018726,0.018209378410407373,-0.0036804760286591742,0.01975991396593213,0.014121711478995103,0.008163420956712075,0.01432325050994021,0.03289344483674839,0.0034531409608984376,0.0012686941703663468,0.032247337605162185,0.007774456041807154,0.006064448480131546,-0.0007746531003326451
2025-04-14,0.021433279764739632,0.0361413851504222,0.04103620484163417,0.036279685397962336,0.026390731078278495,0.032791906816811434,0.030112168725690225,0.027652143772140647,0.008408642087222251,0.030286429985182384,0.009062412194922098,0.03527229799625631,0.034841286259769566,0.028385747022544372,0.02237975624016597,0.005105702657286049,0.01805737504419036,0.011385405218270694,0.007948355016869746,0.02676599664560131,0.01901487029739335,0.021510907689341385,0.029927973004831188,0.014553378280043994,0.02532166759645138,0.011268528575948178,0.03370506492429293,0.017391333042692247,0.01951291216305484,0.020466748276359636,0.012403164096201236
2025-04-15,0.0010101239772715154,-0.007277187611127389,-0.002090350896141513,0.011935054248119137,-0.0027728915648361774,0.006710813789862602,0.0014390416565748243,0.01232243646392095,-0.0005468213266828226,0.00320693876056799,0.004618151740412246,0.001494244137035139,0.002677412458065964,0.004140447585611051,0.0002168083700075929,-0.013788088876153126,0.00825686529349623,-0.01291617523992783,0.0,-0.012905037651767426,0.013150806581749386,0.0018311381875446564,0.0006233889468729714,-0.0007101240714771917,0.000622961397884092,-0.003336174078908405,0.006864397475173645,0.014561543867216198,0.00563796479816614,0.006868628968632828,-0.010336894296834154
