Date,ACGL,AFL,AIG,AIZ,AJG,ALL,AMP,AON,APO,AXP,BAC,BEN,BK,BLK,BRK.B,BRO,BX,C,CB,CBOE,CFG,CINF,CME,COF,COIN,CPAY,EG,ERIE,FDS,FI,FIS,FITB,GL,GPN,GS,HBAN,HIG,ICE,IVZ,JKHY,JPM,KEY,KKR,L,MA,MCO,MET,MKTX,MMC,MS,MSCI,MTB,NDAQ,NTRS,PFG,PGR,PNC,PRU,PYPL,RF,RJF,SCHW,SPGI,STT,SYF,TFC,TROW,TRV,USB,V,WFC,WRB,WTW
2025-01-03,0.00021891303416721186,0.007815578219541708,-0.002329329220135179,0.0020812868485451386,0.016347114188938416,-0.0026049213578505093,0.011095186798215417,-0.002817060028877272,0.01929336783420843,0.01796922812985091,0.01174075994711754,0.013406153605224347,-0.006200882219234982,0.0033713646240778328,0.005453317272874569,0.01044356680622105,0.012431647479157037,0.015155710714091608,-0.00289886071010792,-0.006108719880514757,0.022018416590908974,-0.0026669528064459103,-0.0009453034615409805,0.009624466345510285,0.05225303404962611,0.005648261315869485,0.004981752157745767,0.01269846937937591,-0.0030429627633573597,0.012574092875046183,0.002122738573433036,0.0052169140366613576,-0.006503984280430308,0.006076898512969109,0.00897448295515102,0.012931038874385514,0.00421858994934543,0.0033480166073458495,0.005665653659740366,0.004220368344848957,0.013666641964088733,0.018256797507202327,0.019036109087694042,0.0022576392327366968,-0.001990883595565096,0.013344893119702661,0.005258033916593519,0.005193061454229042,-0.00033120651005846824,0.009296405481291181,0.007284847365249814,0.014942711661685815,0.010202874393564931,0.0028158427982389878,0.006719249652644921,0.006524032705146565,0.022153705356522835,0.007356030097803723,0.01647711956273956,0.015477219869498127,0.017548462762472905,0.008261183823949914,0.008213901421437964,-0.0028586364741568504,0.023448278954595336,0.017770495565924582,0.011108179224355474,0.005811768343926715,0.020894275513920535,0.0016221426365525815,0.0159565354347313,-0.0013789821378139555,-0.0007437496594621118
2025-01-06,-0.0072210465108417665,-0.013280333345049078,-0.004669747018852699,-0.019778118454598204,-0.014193971050457055,-0.028937030705090017,-0.009387170652858434,-0.015565878282991052,0.00023671805943514812,-0.003959270518687497,0.013166650322604223,-0.02008815864278124,0.012868755748698169,-0.007924955835986403,-0.0047402634889701645,-0.0065951603560193695,-0.006366881994198659,0.024507039857150303,-0.016266169503990957,-0.017824272118502682,0.00538594717562213,-0.0024631441260452025,-0.02873119571627636,0.01712577659848491,0.06321823851835995,0.0015211028357109413,-0.00950321174955382,-0.022908128616648593,-0.019008138904801353,-0.01409599816926732,-0.015200620582492608,0.012974689404466666,-0.0006290402147784979,0.003997118289996271,0.005619462754496318,0.004863229150074977,-0.007762475391823176,-0.021756457431575615,-0.019718237257459692,-0.023431132736248972,-0.00487545662589417,0.005205251301454217,-0.00848517276374583,-0.02347364300120458,-0.018087274352959648,-0.012543045251682483,-0.0026760946894546223,-0.018236430154521366,-0.013205952723681413,0.021438724844740298,-0.008013542842473353,0.008927726362956134,-0.017898299826929698,-0.000677746650968758,-0.0011552119458655419,-0.010857955161361565,-0.0002044487670300743,-0.004196710335218956,0.02203196733782975,0.006773858667612709,0.013631700647125156,0.0004030991600210143,-0.0107692865157617,0.007781286982001978,0.013327260830337861,0.0,-0.003138898050560446,-0.0016921646996284068,-0.0026606983350585534,-0.005938223688195854,0.010096888923194935,-0.012256163989958657,-0.00786305615039895
2025-01-07,0.016640976105129157,0.010315246051438187,0.0016557659416922554,-0.003178307069452657,0.012119038430377094,0.000699222276843825,-0.0037302248627439916,-8.60871213929082e-05,-0.03932594728611938,0.00046367644169809097,0.014978035990220961,-0.012999956347282127,0.0005134406945783709,-0.031577677724569986,0.003345095929143893,0.0014863638417339509,-0.019737991808420396,0.012922773996555392,0.005424441596547647,-0.004797654335104373,-0.0022321370401494622,0.003950652953173872,0.0052695895519843106,-0.008881888319841713,-0.08142209618509078,0.015363524376090787,0.0258522677373505,-0.003900087235387373,-0.01147997423938385,-0.008802205493431026,0.001518240097907242,-0.0018629348722131178,0.0026078707838887993,-0.006635386837675061,-0.005605284148958445,0.0012098937132984933,0.0034053550090917817,-0.0009551337312830865,-0.01436781028027534,0.01008068513603222,0.009632537413448272,-0.01093199777807674,-0.027331868308566376,0.007041428499475089,-0.0010353801591175271,-0.019317754566536505,0.001829480217047097,-0.01403252418546086,0.0071950039788788445,-0.013681663000393307,-0.008932984958689327,-0.006261386259494017,-0.005988032930282827,-0.004456998651615751,0.006168089505785623,0.011227504990157344,-0.004192493900450733,0.004551638343266662,-0.017424300009646454,0.0029436696134803597,-0.005567059093974813,-0.02980669862734464,-0.005746713598161035,-0.00721319364619144,-0.016107527033432767,-0.002947814186118669,-0.010583363431141968,-0.000826908956948591,-0.0006156083878444685,-0.004376394155222063,-0.006108648667508487,0.004893341704231391,0.007794934343800408
2025-01-08,0.004444484142106964,0.007098498160057032,-0.015980022662527404,-0.007632900544547128,0.020481190979870112,0.030961208600587042,0.011534943194419611,0.011508465553691227,-0.002893147065268331,0.0027482456557594848,0.0028211292913682406,0.0030394573622793963,-0.00012831905503307706,0.0054446844566449215,-0.002384564730690708,0.014445389205955506,0.015349623015914249,-0.005700332237366212,-0.007850935316439767,0.011266030164173602,0.001789634848672339,-0.004216162509717569,0.01008777778117076,-0.009621220165599409,-0.016343120440705627,0.028162150583699308,-0.006980766992707665,-0.002262187855222475,-0.004818956527896767,0.00691781156242155,0.0024002360204489204,-0.010266126669026487,0.02358963955131932,-0.007926601119974341,-0.0001722474595624579,-0.007250707457095884,0.0036690336705771376,0.0008877353695753154,-0.0017491701017765537,0.012314745722832754,-0.0001644368617961245,-0.004653881901288459,0.011048989744182114,0.006992101359909464,0.00977725724684153,0.017456912630268828,0.008278648973305103,0.001733453206790303,0.006524398561852829,0.007723905361093353,0.018432918379914787,-0.004686509939102912,0.021739110760136793,-0.005158044288833263,0.0003831857801632754,0.0054070124459124624,-0.00046210075472463696,-0.006293050595664873,-0.0003410114684619936,-0.0012579166685408039,0.0025161472756007885,0.010240704702294545,0.00917875447138794,0.00010238827187158961,-0.011865502486411494,-0.00045485069010431367,-0.002475333659505141,0.00451016387824188,-0.0036960858580596945,0.002983767249060021,-0.0002793332786297231,0.010260932801115397,0.016666742821769054
2025-01-10,-0.026872495086920467,-0.024910697772600576,-0.013019719576598532,-0.03164243718871684,0.005288944274699281,-0.056360805175707185,-0.036359942121451994,-0.008341615376875833,-0.04068406036837302,-0.03153381436369029,-0.023804344965002167,-0.03434329651314527,-0.032456608284236244,-0.03088927755786197,-0.020316910300513413,-0.005656896385121457,-0.052422810677208664,-0.025388963924873664,-0.0335270907761408,-0.010622327547580857,-0.03305040246993529,-0.043257382334835226,-0.00043620201265615055,-0.026923518144554737,-0.004730629360911398,-0.02526439046514839,-0.040469062528815214,-0.030173233678738365,-0.01186587748515433,-0.022998593377984267,-0.027977418367495677,-0.03064587007808839,-0.014896650925743327,-0.05099196555714569,-0.03451621796320181,-0.024954314333498706,-0.028422561079367692,-0.025721491839617916,-0.04439261941783401,-0.008359736695963571,-0.013408503659543936,-0.02279372512270783,-0.049311959040634235,-0.028732258321221282,-0.02127466219091867,-0.04086000601390105,-0.031031183606742285,-0.01885250812869388,-0.010598470967067897,-0.03449089514044201,-0.04400307471606968,-0.017735687616299067,-0.027428893457970838,-0.027000683789847324,-0.025405342416423227,-0.014142913789871314,-0.02907334709630227,-0.032930888862327756,-0.05208098366959113,-0.0319059397894319,-0.032438202275352435,-0.0031507250212653437,-0.026499413612806055,-0.03908730081631817,-0.030703680855727833,-0.026621229685735326,-0.03801837705803768,-0.04259182311266252,-0.023495411540737976,-0.015642983318630788,-0.022495412440848628,-0.023928406006669123,-0.00391530558836517
2025-01-13,0.007319548358787564,0.014852908161071099,0.004822537063770671,0.004775722389560144,-0.004181077180577586,0.00856392785519966,0.00409334523463345,0.014792088254133695,-0.0037968271060585534,0.012683295429689156,-0.0011084276625332734,-0.0067992937225160865,0.009148720698942236,-0.0006592570188891367,0.0028238376850378,0.0058853886080194595,0.005580761508275911,0.019187566767348674,0.015715473813344705,0.009322293686694128,0.019861416054091974,0.0025077875019989815,0.0010908128955458007,0.02875233506030872,-0.029291297112646553,0.011022119396176144,-0.005176419279023681,-0.0016956715469916839,0.00406169246164656,0.005087049525734022,0.01944766189116165,0.014834765213163958,0.004625545946917109,0.010500355962727914,0.005267992047101044,0.01248435157577843,0.011005581061157121,0.007632960352378371,0.0036673893336081065,0.007267491047225683,0.01809321836326827,0.017942577713982777,0.0022707005577564665,0.011709688550292308,0.00047554272427818844,0.011196805145971878,0.020685346316607678,0.006636896823043026,0.011429393236179086,0.004374279871508291,0.008320000785177362,0.01810918946250295,0.003953603923144033,0.008646749957215816,0.01912495705915851,0.0007215418713995003,0.01804038082105075,0.015367157659665676,0.007557548570120032,0.024284551792747022,0.0,-0.0015115899289951384,-0.00026928995523090027,0.0057500623078154955,0.01630857415874276,0.007947736872467637,0.019161631919712985,0.003872214921894157,0.02131691836242955,-0.0025672146223864045,0.008147473030462704,0.010581926865601998,-0.005304913599835537
2025-01-14,0.012771066930863384,0.011318221947435925,0.024703551937239387,0.024365869934117823,0.011546157564092496,0.02339219051482866,0.01754284601795031,0.022470963644088737,0.029263435100547186,0.011245005486704374,0.01597867578912826,0.02211690903162422,-0.002233534868366638,0.008544405787278553,0.013786567247188852,0.010531313396115571,0.021415265492227276,0.01003163864605483,0.014326043688281498,0.00337273709198449,0.03487323905432649,0.026265388198265516,0.00993672928213285,0.024344395662795115,0.016600311383779598,0.0175737508115017,0.01890860282047435,0.02882292034427736,-0.0015168889379000294,0.014588410952286912,-0.0035609343876144006,0.027797620893464492,0.009651100289068903,0.011982789867762689,0.015241105157789203,0.02281136255447036,0.017770698234075955,0.009451703926582011,0.009744287465052848,-0.005079428284422427,0.013349078659629088,0.02702693383223531,0.016991075357556618,0.01644737117687356,0.008140093850950159,0.010264623674956397,0.023440349255245074,-0.0011987138595460634,0.008841500873236985,0.005081079548799883,0.009095116141429438,0.02024596640558407,0.000918965432606722,0.013058209630255835,0.013367479056663356,0.016880118125012222,0.017045285640429064,0.011350970237774094,0.03798074202335844,0.01608804851963197,0.016276512510933205,-0.00440413448151622,0.0038956645586492034,0.010481880801038068,0.019287112710602017,0.01832094841306353,0.01337799801238826,0.015428719234061639,0.013845914107147639,0.007070104654868015,0.009357847321300738,0.022513158030897706,0.006361230691251718
2025-01-15,0.01771937080840491,0.010998562278954127,0.006612646488672436,0.020904519714694203,0.0037356259414700332,0.006530597431049889,0.020088421935794187,-0.004053498539759337,0.03464524368843347,0.039818901032056875,0.02883350346066149,0.011334356788447186,0.08032652946717933,0.051922276268205225,0.018843212695442757,0.00048252272566862153,0.03437273955986142,0.06489795914067109,0.010922431686951173,-0.004964531619791046,0.03019687385863845,0.01254571889977285,-0.016614051006943353,0.03226495504499649,0.07659473678424056,0.010629979956077173,-0.0012556729878807626,0.00100056219136202,-0.00041834524574291265,-0.0010759584261246236,-0.003956562638047001,0.025880176712615777,0.01885463031046397,0.008510628932460795,0.06017173001651299,0.027124740011062576,0.016820580962079834,0.020585299383645284,0.02834738126645897,-0.0023206265531318104,0.01971963440613811,0.037757495205539504,0.04768543649938084,0.016420986964423845,0.02618742788917716,0.01895889298390574,0.013121805741469261,0.0054932840348851375,-0.0036555675654497133,0.0475846905784334,0.025947536232795887,0.029996832586728805,0.009573762726010848,0.044179901618231376,0.01572825460741445,0.011302999828675775,0.03261034548518538,0.02083155040227247,0.028217470473289374,0.029166614520105716,0.029862153410578074,0.018247219780639812,0.024872512968402205,0.04536870922396097,0.031032471138934703,0.033705299333644856,0.010792934610447391,0.012873025578850505,0.03750508860112767,0.02326181769406288,0.06686319029492949,0.02304147344300933,0.0003511896205437015
2025-01-16,0.026490019811814314,0.010878909910773338,0.02107556744508532,0.012726068965517312,0.01929770162596811,0.016327263822922822,0.017087078183580795,0.019187089031263316,0.006490614436449382,-0.0026895535734206,-0.00976637261326363,-0.011716793944438253,0.0025596527039124517,-0.017232827302363418,0.00937817648772099,0.021894239763069923,0.009021400219922704,0.003066397285930611,0.01907517312189233,0.007847796258491968,-0.005947324898236905,0.011823794626788287,0.019439977654483354,-0.011747413578621635,0.02436988464526113,0.02145042867241931,0.006566143126210955,0.01369392349239762,0.01319436504279392,0.00984085437863369,0.008585264549388905,-0.016590888616865085,0.009123824271546344,0.0007338156307938881,0.011668243905486042,-0.011737049513528497,0.011148023865677592,0.013424164987378084,-0.010557148770612534,0.003081986778115109,0.007608466605342867,-0.0165380326112593,0.018205972256791325,0.015094319562699132,0.0015125834355531609,0.016230028975440014,0.011303466050165856,0.017812832135091883,0.01740439613994149,0.04029095106327785,0.014925026887797177,-0.023746693712730416,0.01831638192205909,0.003486534175740852,0.013236696918136559,0.01266136316818356,-0.019457220175592593,-0.013826404909992762,-0.008032142186585878,-0.007287452525707061,0.021685226896934973,0.025115484125278753,0.017401118163463014,0.007216598471667668,-0.0044046224908873555,-0.009032815494630198,-0.010501307170863727,0.009959159956473895,-0.05638511083841957,0.003067004166207532,0.0,0.007173819202129561,0.027987842369258997
2025-01-17,-0.00613940007553182,0.005286497797711398,0.0064335112764628555,-0.0004251549658252918,-0.00327932050813573,-0.011512344653660467,0.010541181483921802,-0.005270087748299845,0.006448943144121033,0.003467266688518267,-0.002358479631319854,0.008247473254752835,0.01264443109726332,0.00927971360293145,0.011106101155013981,-0.0037752939386541673,0.01827742618031869,0.018850985750428872,-0.014806322808302519,0.004434821671163158,0.01581205809961772,-0.015744149838817445,0.0017218694461305084,0.013426028561230208,0.04917802032236818,0.0021351582295185967,0.005357660536222664,-0.00022184433818683846,0.006565595463894125,0.011247975303043445,0.0008893532494649303,0.024728485905623376,0.009041332740441943,-0.006232859092321408,0.021125981561338936,0.01009501201377061,-0.004801246784974067,-0.007455319555714102,0.019561380707088016,0.003826157003845587,0.019231520614084507,0.025784774876676853,0.028256393839035443,0.001974909331690755,0.002981866349012874,-0.006576213328530756,0.010362008831469316,-0.00541272627155176,-0.004900864058021148,0.015168331483536912,0.003360939733974444,0.0033656514397095716,0.005613029139322379,0.00356844756714203,0.006408709758712883,-0.0075751813756771424,0.010176015206993405,0.0051520352054967855,0.0325011184116033,-0.013050532423255379,0.012795536856220258,0.011918942889695305,-0.006532630318668575,-0.028460591626896847,0.013862215835703129,0.05935977099963785,0.009631753997292325,-0.011758852749523374,0.006870709260350827,0.007470433775653262,0.014878254707031857,-0.014411142259405207,-0.0045635755151542945
