Date,AEE,AEP,AES,ATO,AWK,CEG,CMS,CNP,D,DTE,DUK,ED,EIX,ES,ETR,EVRG,EXC,FE,LNT,NEE,NI,NRG,PCG,PEG,PNW,PPL,SO,SRE,VST,WEC,XEL
2025-04-02,0.0016886610499109445,-0.00572119950640293,0.008892457322475122,0.001742625752873428,-0.005510191039170165,0.03633908385835083,-0.006387973182440887,0.0035326391601091522,-0.0005332173842866883,0.0005800891023999277,-0.005616609995665711,-0.00436119674448987,0.019914824894727623,0.008697096333866172,0.011090243185839954,0.006086030687702859,0.001088914495067872,0.004455490839100573,0.0010866146969608081,-0.006204089918961153,0.005940588786892631,0.0441490054784901,0.009264600741247797,0.006365558855743636,0.0015743689024025898,0.0019411671296694077,-0.0056631802039727175,0.01788712154134009,0.04049410197250847,-0.0004592434187301597,0.0025452206894960305
2025-04-03,0.008330058304157895,0.012621816149340992,-0.04647434526221794,0.0005153438108373987,0.03946914833418713,-0.11293478133864021,0.011384849338156533,0.01164367026893287,0.00035566790450092256,0.010797157305180605,0.030401220653133887,0.028654796654001835,-0.02570090618583598,-0.011336493805161996,-0.01789627491227941,-0.003168699852832635,0.027409089310741486,0.011581997937149202,0.005582306576440876,0.023552659233510687,-0.021899653937369923,-0.09826989856403412,-0.010327109924238242,-0.026733415006684358,-0.002305417865160253,0.002767738491660676,0.013800566594104335,-0.028967483937738625,-0.149225598042516,-0.0028481507383831817,0.01748942147587429
2025-04-04,-0.057926811291940994,-0.0424341716787211,-0.09411760387129198,-0.04816788017536178,-0.031126617817108237,-0.10134572260203556,-0.03734599503095826,-0.03426126704621968,-0.06257776611247956,-0.055129358672605155,-0.0412736851708535,-0.03016319174266946,-0.062178852640434434,-0.057816489983269825,-0.07089113157975335,-0.043779839272873655,-0.03980518139646616,-0.0409257728059661,-0.05381650996770959,-0.07249789384195848,-0.06364770138849152,-0.09873877069612025,-0.0469564808991243,-0.04684243415602718,-0.04327273280334165,-0.04885459542780746,-0.039109716618674684,-0.0685707651907036,-0.0937066349310045,-0.0384225439600413,-0.05891323723524666
2025-04-07,-0.015137378152085823,-0.027852268223955923,-0.00834880350265943,-0.018605060595582423,-0.03307747831119634,0.05164947394923236,-0.024074792383203536,-0.01607540353380399,-0.03603258021973388,-0.029211014729427554,-0.017405160186925173,-0.03585802317461817,-0.005600648248133999,-0.04765165578109187,0.003922473891905254,-0.02750067752153018,-0.014553450007162794,-0.016763977054348622,-0.025260725586022992,-0.027649094203273328,-0.0016120608326400943,0.04341586924180696,-0.021897764407084575,-0.007719083377398239,-0.016137840037287132,-0.027277880032055224,-0.01933885966098281,-0.02990276237647005,0.0471091980345788,-0.011019545196815805,-0.01222566280980164
2025-04-08,-0.0011658968569914219,-0.002855187396160752,-0.0430308988544672,0.012339877079330375,-0.010466482315854564,0.028644535968715523,-0.01057234038495547,0.001408412943042503,-0.023017899899380856,-0.004376670939663541,-0.0077871314064672514,0.006166997086267889,-0.020887708955524942,-0.023578134119136784,-0.0041592691495203615,0.00233063203641537,-0.004475279988122138,-0.01033317561141145,-0.01705403584056886,-0.014601854074968057,-0.0013455531407163823,-0.015359905563418486,-0.008706567867856951,0.007390104792850405,-0.008926612319555272,0.0005965802642529106,-0.004127554879993722,-0.0020341272928032783,-0.004869020064799279,-0.0025192207461027794,-0.00029814786964221796
2025-04-09,0.022498057221406187,0.010564763833177615,0.0889541397161433,0.013891630176056546,-0.013274607741443512,0.16497247286199945,0.013392092001706324,0.019971810903324894,0.05215460101655589,0.024491647389879967,0.0031047454533672525,-0.00264033591057089,0.06780954996744781,0.037972381108187125,0.018985032098529198,0.010230924464305957,-0.004270649872889165,0.027929969526771625,0.027725775619442894,0.054125757438430844,0.028024800646238912,0.13376017355640468,0.05457974236102259,0.05315314985422526,0.020265717462644828,0.01848536945170043,0.01082210955360896,0.06710568434911779,0.15490749884898247,0.013696052716560603,0.022971347236208972
2025-04-10,0.003840269548806008,0.008304821686545338,-0.07540397413666222,0.0026865065624588347,0.029856106487626377,-0.05087022643503747,0.0059048438307134354,-0.0019304291905364312,-0.006124380573618193,-0.013485488304848636,0.004556786608255425,0.023919847668376848,-0.011773097239461627,-0.011010516969268691,-0.0028568259623150682,0.0047568406564229004,0.01851013950022895,0.018029488241838143,-0.0034756563367370763,-0.012725754738840855,-0.003669780202904316,-0.04620600249523232,-0.02022612705472393,-0.007332233975932412,-0.003751964400961927,0.0011710315040347474,0.012414516351206828,-0.017043752067771534,-0.0742246886896798,0.011019545196815805,-0.0024788168175908787
2025-04-11,0.008374646172351508,0.013856601744799857,0.0,0.014669443168574992,0.02053788509271781,0.01838711803343518,0.003773503823568003,0.010776550678749164,0.015597970142755546,0.00831076792790797,0.017973345225467563,0.01421975703963052,0.012635323627476769,0.01131264521884634,0.017937188395375614,0.015882649218309286,0.019503572717824547,0.012721346036956849,0.006311245899798257,-0.013639072591940193,0.012628346105405086,0.01700943149610068,0.027322522922198722,0.011202703538075065,0.01805502054237329,0.015789534641700742,0.010912340528657305,0.021076168085724545,0.02242358296442526,0.013742732030182614,0.016810307941208524
2025-04-14,0.015174831992115223,0.01863712556964847,0.017475653488556953,0.023105341626961096,0.018755646490155486,-0.007442961653361446,0.023809442262937353,0.01776921486252858,0.02578680565728053,0.025958897316520124,0.0139565902132468,0.021941005710570893,0.01996439887781265,0.03835225753184934,0.010523769862603505,0.0160854063168121,0.018695719035931813,0.012807811997280538,0.020135345293519125,0.02856714783842018,0.020005098417015477,0.0153487655900153,0.00827410099557313,0.018626749853323687,0.019584302254444852,0.020437505009083923,0.014467016310699687,0.02078769810065806,0.008772717428684462,0.014210957371085131,0.016820046876138806
2025-04-15,0.00020199683419264147,0.0009382394205579292,-0.020038037479477855,0.008323774481995505,-0.01310219998595219,0.008321228639373235,-0.011151893652698641,-0.0018802361716824256,-0.007948285439754454,-0.002027169522975325,-0.0009121082691921911,-0.003919870001660164,-0.005592444739557889,-0.008549981538131579,0.010656309475463921,0.004142709258189381,-0.0025608227223059554,-0.0019453994592925072,-0.003397556979926719,-0.00044324256764816106,0.00534903681033283,0.012406140771752394,0.005861764897933774,-0.0016732462392398118,0.005975815303472576,-0.0022568367922108923,-0.0015358449915654493,0.0070270942585042295,0.027154097121796728,-0.002028010192618779,-0.0065036540364072914
