Date,ADP,ALLE,AME,AOS,AXON,BA,BLDR,BR,CARR,CAT,CHRW,CMI,CPRT,CSX,CTAS,DAL,DAY,DE,DOV,EFX,EMR,ETN,EXPD,FAST,FDX,FTV,GD,GE,GEV,GNRC,GWW,HII,HON,HUBB,HWM,IEX,IR,ITW,J,JBHT,JCI,LDOS,LHX,LII,LMT,LUV,MAS,MMM,NDSN,NOC,NSC,ODFL,OTIS,PAYC,PAYX,PCAR,PH,PNR,PWR,ROK,ROL,RSG,RTX,SNA,SWK,TDG,TT,TXT,UAL,UBER,UNP,UPS,URI,VLTO,VRSK,WAB,WM,XYL
2025-04-02,0.002250978837617268,0.008778579362476169,0.004828653108923886,0.007926867829309847,0.031818126967332105,0.0023190782773074847,0.04386589029585486,0.006252029168459572,0.023607147120587868,0.012372576717415207,0.0005838646940463654,0.014681658000227804,0.004544697437358192,0.006770496858407471,0.0038486080803707967,0.02239515722661789,0.016455246519742728,-0.015780145508428767,0.014450064559542675,0.015213707395014708,0.014000029119558999,0.025804044604780918,-0.0028632292414623173,0.005153991225485655,0.013182922562396282,0.010748334576841101,0.006930804579776684,-0.01972613546351898,0.048029257437798956,0.01464411317907377,0.010924864191450334,0.013501448061489674,0.011899797291879288,0.02631736054608247,0.016087405517717812,0.01186868430664334,0.013521881441896033,0.014997983055194508,0.020823097371373223,0.020438116210512502,0.017936106352633097,0.05912864952125707,0.010250295028533474,0.017173324233273224,0.009428466833076854,0.008546989343088951,0.017468503514296074,0.0006094158433997965,0.011943312818633034,-0.0017929687084470292,0.008283762365868919,0.01801428390694393,-0.0011530973032986003,-0.01095521730576654,0.0022640288718855928,0.008139170167290821,0.031351450520072044,0.011926278529603929,0.025940273797490088,0.00819347076098964,0.0068064665197238305,0.006909631903577074,0.002258061052845317,0.007715536403899659,0.011032337460068486,0.001524219266746396,0.01841067951790354,0.004434562130349651,0.04648102551596289,0.020687795320240676,0.005439180859996728,0.008603303413562413,0.022437055196168565,0.010858422089794706,0.003683721691873476,0.012250894146155433,0.0032936021439424756,-0.006923562637546454
2025-04-03,-0.005988962451911717,-0.03738172561613062,-0.06501847807233352,-0.03720515418065384,-0.03354102833344241,-0.10471045415356628,-0.08618056622305392,-0.02574618038185117,-0.06642062794654813,-0.08635626898607429,-0.07829214558628661,-0.07700241163354216,-0.01444234928527699,-0.05884331932921394,-0.018306366427537357,-0.10744754820949276,-0.05126477157907694,-0.04979821873381807,-0.09099545690315136,-0.063699217071856,-0.08651604216610287,-0.08099631065981416,-0.09213221707114783,0.0,-0.11954968281911393,-0.08978328891708331,-0.023257500427120936,-0.06076988101322267,-0.10018126933961236,-0.09783112812193318,-0.03135574464438151,-0.027863169687251776,-0.043103879213506335,-0.05933488441045598,-0.06646750361671483,-0.07976005131659192,-0.10012237053041895,-0.05145976310230305,-0.04850629203460599,-0.10832574774223247,-0.06794589925111127,-0.02413601360221651,-0.009249598999026332,-0.04823074508186975,0.004217564988762135,-0.09416195618750112,-0.09724165456487444,-0.05427709903788791,-0.08340302777507702,0.005837824504853595,-0.07473698577756949,-0.0843621007198796,0.0034635065698480627,-0.02311420505074846,-0.009100329275440244,-0.06791801751610993,-0.11491615847428238,-0.08474570738451326,-0.04707170025423235,-0.08318626979307242,0.021377724014105093,0.014786314801058742,-0.02193009584698391,-0.04310346143023258,-0.16004154391150283,-0.025829293090781857,-0.048571574920680094,-0.07740066839642656,-0.15608803104437607,-0.06241612786414641,-0.06076497904349554,-0.09146996946447994,-0.08511694411302384,-0.04843937837052137,0.017950776694336534,-0.06632238475094254,0.009677666570794274,-0.0677026319225621
2025-04-04,-0.0630669978954067,-0.02806382926277351,-0.05467829745241415,-0.026233079847496565,-0.07886008146540469,-0.09489104086354372,0.03455182273571045,-0.0619816035033699,-0.05830043032066845,-0.05782321248515965,-0.04041355287366777,-0.06003050307841673,-0.03760595146659751,-0.02786712069381747,-0.07088119746226407,-0.037716387802522844,-0.08478486998533585,-0.03931171335402017,-0.056412452537147884,-0.09374453624090995,-0.071842236859057,-0.054935780329197215,-0.015181644938174421,-0.04601985303494793,-0.026591340519046325,-0.05161195759825399,-0.07273207749634925,-0.11096310175561863,-0.08795272212727445,-0.03268764094818255,-0.031826250677644,-0.07162932333370553,-0.07591440417775885,-0.016835286965768415,-0.10136000651780996,-0.036696555477530035,-0.0519586784356979,-0.05792684412413318,-0.05933491966475002,-0.011524491271597714,-0.07160437871708225,-0.04552301816958937,-0.037534597317644636,-0.02838230863899527,-0.049760328923417974,-0.10360359162698174,-0.01917390450027756,-0.09181343185235491,-0.05182685021153577,-0.057553844642915575,-0.04444152338706342,-0.023691860664816322,-0.08945347817172278,-0.07177992999217442,-0.06650153627321487,-0.016024291155009363,-0.0708999514038996,-0.034093637342308525,-0.04987305706149425,-0.050384717827780645,-0.06601076898290914,-0.052407021364737516,-0.09813406756078014,-0.03805171197434165,-0.027528660922131354,-0.09209932692203526,-0.03905879307517235,-0.0919695357460606,-0.04250375880371393,-0.07487467203706144,-0.047818930926832426,-0.024071150675065933,-0.04499543248744475,-0.054100179709793195,-0.06588223532779891,-0.07276188092193348,-0.049106970257254745,-0.05757276726267935
2025-04-07,-0.017160035599696588,-0.02313167764857671,0.004388789058475506,-0.02177776450041302,0.010902546329775165,0.016619110720564656,-0.040738911420303836,-0.021329472998880106,-0.00612097816783741,-0.02783948303759698,-0.019463429100668894,-0.007023856902803605,-0.005320071725548381,-0.004410125790718866,0.0011033065866286051,0.0010738251449073921,-0.0048553115527387725,-0.015144432099820526,-0.013546058932392246,-0.006569310449824117,0.02537806339362314,0.02405478452812737,-0.03046425518510032,-0.030368118630971885,-0.02327239478763843,0.008108557001603955,-0.009319612349132478,0.005335407965195937,0.05374245703717362,-0.01081708455096042,-0.019714972094400762,-0.008867314329530473,-0.018482637205070263,0.003006989333701915,0.03071305704714633,0.00270771129823566,-0.02525104496917563,-0.016934897483006806,-0.003499310278763046,-0.019233624278916728,0.00460253619387041,-0.001802675778987628,-0.009155600354652238,-0.013269357632468282,-0.0030776139934129976,0.003478875885958521,-0.031150662749982905,0.012922578764625214,-0.03355394309438009,-0.008135618011902213,-0.013653766525789202,-0.004274604406848237,-0.03169426012410037,-0.00797541956822112,-0.019746016638484742,-0.030149641306152608,0.027879356034742564,-0.015617136834278456,0.02392784336020548,0.0022456291300512188,-0.02413326451095521,-0.019072290633697087,-0.0011068581329490845,-0.013397210836227469,-0.05741097699187836,0.009451931553053683,-0.006098431401592608,0.0060935223208371525,0.019074082256702818,0.01578453419549497,-0.015427109008260054,-0.022003935634893,-0.006695364388417002,-0.019252405852055787,-0.0242113678417486,0.0029201344231952753,-0.020603922371195793,-0.008699749152781489
2025-04-08,-0.015859395397767484,-0.01871172511236907,-0.01252197366529606,-0.016655594382491867,0.002945002531644425,0.0038167850854622376,-0.04272140000508151,-0.013712343069685384,-0.02252340160577826,-0.0218524386920399,-0.024672015239643796,-0.03101547361325041,0.006824030312700957,-0.014765560745512829,-0.002256650331196819,-0.03781165621883231,-0.03727556176515057,-0.024471466792551078,-0.0021786600225534025,-0.015285830145412516,-0.029081152536651,-0.0037631117998359054,-0.026689499481368673,-0.01330383314681971,-0.03488763382826954,-0.03201855289722777,0.027131816492414806,0.009958248058052899,0.0028664001722680243,-0.0788974535611896,-0.004243092204840093,0.02307565142923096,-0.024538639558266184,0.0019248605778099392,-0.010019002522833942,-0.006076110146440272,-0.01751543206409778,-0.015061963775023779,-0.0024311440747967206,-0.019762301134760074,-0.01235595452910443,0.003461397081890416,0.0026971071469357177,-0.02618979625344342,0.029107236571731088,-0.04661013598798103,-0.03658130803823567,-0.01081290563604409,-0.019262294677745206,0.021596074751489835,-0.008219224580709561,-0.02027607360724526,-0.011744301825165726,-0.0176053890417448,-0.024770545757775264,-0.019741283849214697,-0.01160553633138317,-0.017541613531126043,-0.0006116957192566774,-0.03800190021955596,-0.005888168427072515,-0.01615209395038608,0.02676443015017682,-0.004440455378202257,-0.057533331490421724,-0.014245166766084005,-0.0030364105762220595,-0.0026190705210283882,-0.0445805497954298,-0.00868372486478286,-0.008096375676510559,-0.038091209074261,-0.01578131984637987,-0.020548685671648692,-0.0038116840799218288,-0.007433970321664263,-0.01854366600671764,-0.008004670350618026
2025-04-09,0.06478534947201742,0.05172127114780101,0.06333788760709225,0.04913631679747876,0.11072759203090565,0.1537413589813228,0.09575684222562497,0.06937667145053217,0.09396942148338994,0.09881734406811615,0.05714622254374335,0.1101752149312194,0.07199121256989915,0.07381034563179245,0.07301032681256348,0.2338349858111508,0.13967158187516993,0.09588611660256685,0.09739315305150353,0.09216547077075243,0.10918747828872677,0.12759439662808947,0.06894212927360721,0.07401690760348245,0.10031798538749692,0.08277400553986469,0.0672955644664095,0.10568583380361063,0.13914740276676274,0.12490191901134073,0.04939502783609351,0.06686578629031259,0.08881117350316314,0.10850397743634499,0.11751869962929096,0.07323696083896425,0.09842694954152043,0.07536280596751399,0.06995219716223122,0.0941602341312433,0.10809674595703211,0.047765350181794286,0.06774602459243351,0.09921255587448807,0.04258393709230801,0.15353534539306302,0.08581642022160674,0.08776342581438534,0.11808241858959789,0.04132359306920841,0.07599115501198628,0.1156127710147663,0.03741204460209291,0.1317137855473185,0.06671044238111312,0.08715272061399637,0.13439148237698229,0.1031902172979291,0.10018367709205966,0.10713792348135942,0.04856858566554534,0.05308101622123207,0.06616295067265265,0.06622703737984015,0.14965993453470872,0.06926725901283737,0.08752893970945896,0.09601180536872733,0.26144256288951184,0.11695098580055596,0.07327022179209308,0.08420371576334773,0.10722178790594472,0.06809653159300089,0.044435528300642124,0.09736618871655289,0.03672564111958998,0.07427569621792207
2025-04-10,-0.008415663264398132,-0.02061772694235109,-0.022236049505175104,0.004955219954535739,-0.015343716853754685,-0.03295611746287774,-0.0384029566793167,-0.016832355253348363,-0.028303423756162127,-0.0393675495852176,-0.01816407605642012,-0.04990721757246397,0.0023923340490996647,-0.029309159102195337,-0.006176772831222088,-0.11091034230524455,-0.03735329497013651,-0.018559874217946026,-0.03798389577443528,-0.029896641777319988,-0.04500618884352714,-0.045382336956022895,-0.015191476756610811,-0.0088923137805903,-0.05295035110963098,-0.058884334543267136,0.0011049750116836066,-0.030757780927076372,-0.051589551837104564,-0.054426496124913126,-0.004847881021049494,0.004048397858286812,-0.02867911046528826,-0.028725688264473637,-0.030447269195449045,-0.039298072583869414,-0.032460404938024934,-0.0343168535840348,-0.03112875840986884,-0.051605977135262715,-0.032982346996430434,-0.00042933220392282756,-0.003918926720577254,-0.01938815040401265,0.0031585326949084003,-0.09667248437366138,-0.032460385187304874,-0.03867845266678782,-0.03337063650228744,0.00739813299209624,-0.029546879937600856,-0.0528128667361355,0.00042423738048213977,-0.0378946644031658,-0.011905520514782886,-0.05493453380633717,-0.06025835246754885,-0.03796266038899554,-0.025593537620428264,-0.050612535710680584,0.018828887865818933,0.004054152621755458,-0.010589379297925583,-0.022796293716763838,-0.08626602177516696,-0.014327253590710964,-0.013039677304197417,-0.03384251705399022,-0.11407597941797731,-0.023940531872089443,-0.018834092974533867,-0.03110588894422306,-0.051021024223137035,-0.02666526199230257,-0.01230377477646949,-0.04066670327859845,0.009045528802304359,-0.025520336178061487
2025-04-11,0.025084775364700995,0.025147441421837113,0.009719284747331525,0.025926515225020985,0.03034917091836742,0.008487603068201732,0.008003994204866194,0.014099310766228168,0.003556257232396831,0.014836171872738113,0.010967104132066252,0.014658339004072651,0.020115927518670862,0.00682964939278885,0.01632712060891328,0.038617871163728834,0.01792315668601474,0.03363425789997643,0.01598146802632261,0.011528030901130304,0.007620473144586137,0.025155056389746244,0.017457971130492966,0.0639925702131443,0.006637643546882233,0.018974438718367903,0.023416589873569205,0.0008815143350320298,0.03703812456860267,0.01697256964980376,0.03467301529774991,0.07392105864038001,0.026681858292017413,0.033904736073810504,0.0119171990626461,0.009223216234108156,0.029038575027963587,0.02429347591028952,0.01471484221187902,-0.01086790925496317,0.019546081570964713,0.015822993149094966,0.03990451564139197,0.007505159894910296,0.024153552797027356,0.015509921730738174,0.0038897643891240286,0.022411019563299606,0.02496680389499839,0.034683738374040596,0.01322746892980553,-0.02883572847722482,0.029368092615453367,0.02616300158479934,0.01620385298852134,0.019150656041853953,0.009264839761562005,0.016699733211348322,0.0261515473669911,-0.0033889200735907066,0.02051374112312443,0.015360306810119129,0.009364882643568606,0.04284044917440588,0.0056237037684834235,0.011469739029797754,0.02210862555255777,0.017978989166950843,0.04541830237643185,0.018889149869953936,-0.003328527730883324,0.005385315704546034,0.005103933994072163,0.010372127722451108,0.021345062541339166,0.01826053623466173,0.01293886224128471,0.012815711360011584
2025-04-14,0.0067436452340075,0.009109064129038114,0.015162028978929154,0.01085272055121389,0.012060348703559098,0.01555727173156507,-0.011579830506281974,0.021286659483673587,0.022443557870518438,0.015913990135315803,0.012163094827979393,0.009409609486391135,-0.00016708424979461345,0.00928240780944578,0.017375216187676124,-0.014187908410789207,0.019422757158477744,0.018600423423080326,0.009561442343907878,0.01852529155572813,0.005473252902275183,0.0010809324443705748,0.01724922145711205,0.008184497196632723,0.012898818093100228,0.015851047943785,0.007699298913638186,0.023834435375663876,0.002706612720642765,0.028843540183000282,0.006237459773584364,0.019514204530091117,0.008562086929224444,-0.008261858748413786,0.01424365909013603,0.008011443334978052,0.005068494453821959,0.005294431991738513,0.011498153188109539,0.037176433344741966,0.01003601089868611,0.007753000464882476,0.0029725503895290384,0.007611692337905929,0.0009264923229703736,-0.02405502585975161,0.007587968331041806,0.00044133926673173285,-0.005981895851627894,0.0034270480919129653,0.014154148738075856,0.018918789474598352,0.014728640141398186,0.011820893145640055,0.015809229026624516,-0.010169129807558908,0.007499596731849856,0.007300192384279258,0.017546388637940113,0.017612684087998876,0.008511390390759432,0.00672349971127395,0.00686110335706136,0.0021417872086302303,0.01847143993581457,0.018307990837080013,0.00485813795911616,0.004719752152883672,0.0013720117283335664,0.0113447663070394,0.016835164622164278,0.016378231046242142,0.02389783085281083,0.011827707917443808,0.011031962032175269,0.00890835808494983,0.012729997084911737,0.005868326979061145
2025-04-15,-0.011606333760153964,0.004830157620788755,-0.00712696063172924,-0.020705577392167496,0.006245265058507643,-0.02360619371956363,-0.010711286856040836,-0.003255427066073513,-0.001980532469906371,-0.015731869571903312,-0.008769152800741753,-0.00419319319223499,0.01036267613087305,-0.013088083525690575,-0.006774113989120423,0.013151479064341443,-0.00623216657891823,-0.013706244248833599,-0.0023218586837814303,0.005483219634582426,-0.005938250476949292,-0.002555459218799294,-0.018027735885353224,0.004305092405245459,-0.014730313499145997,-0.003332807242087621,-0.0058827458124565135,-0.0017742033927671264,0.019422955194123404,-0.003526417392248349,-0.0004699244384253065,-0.008956601032479528,-0.007191003112460903,-0.01118366862732989,-0.023458312644534574,-0.014835807696150227,-0.007359969512531261,-0.008777602924373351,-0.0031387652748164907,-0.019663422102981554,0.0011464501642117764,-0.011050475168613128,-0.00781356033859637,-0.002577764501255908,-0.012117676300641533,0.009780863652939953,-0.008652419866664096,-0.005514250784770636,-0.0073732489322555494,-0.012056254279194212,-0.01662147439240058,-0.01457030571360518,0.002740594963738685,0.0046730748375969355,-0.009727030559253502,-0.008151909776469846,-0.0023876288588896566,-0.00579782864291889,-0.0046299279369811375,-0.0015851559136011995,-0.0059256003453067585,-0.0022804916962584354,-0.0038717314025604743,0.0005342796465257482,-0.02063224863733859,0.017791866890747743,-0.010158562486694778,-0.008637576690859072,0.019942114627903074,0.012585474530085072,-0.009852846505650992,-0.02199246781830655,0.0005863103955323634,-0.006837297717203206,-0.00016953233619598773,-0.003982071684167532,-0.0035300011871033377,-0.005104855462897184
