Date,CHTR,CMCSA,DIS,EA,FOX,FOXA,GOOG,GOOGL,IPG,LYV,META,MTCH,NFLX,NWS,NWSA,OMC,PARA,T,TKO,TMUS,TTWO,VZ,WBD
2024-10-02,0.0008815261182031353,-0.002174402507788775,0.0010632670052963533,0.006678544372600292,-0.00846158172115874,-0.007797635900916755,-0.006590693333338171,-0.0067668291129902025,-0.004804599435021428,0.008317495378977524,-0.00634889871544575,-0.002131489994381841,0.007024233410785952,-0.007922260429298333,-0.008330162509752603,-0.006329709976114262,-0.016037697671976825,0.002711419759566347,0.014886309663915354,0.009607027090123843,0.005914403342088592,-0.003539056695798126,-0.023284321173206446
2024-10-03,-0.020805417899147804,-0.011864485230499544,-0.005523132228783201,-0.01752806171459187,-0.004654695984683932,-0.002143399056630524,-0.0005976129344305026,0.0,-0.008046410010072114,-0.022146518853559116,0.017387863915733437,-0.004272396956224389,-0.0060330463098619,-0.0068964908884567855,-0.006491018289733086,-0.009996157537729866,0.0019174210298107397,-0.006309330399457247,0.01861699021359553,-0.00024042682134617355,-0.024509424421966353,-0.011764616953861218,-0.028858221471541046
2024-10-04,0.012190181138416634,0.009311525172112312,0.016234172403164493,0.014286731531261587,0.0012989456912391173,-0.002147911602171537,0.008073606204971995,0.007235023318012734,-0.0009732629096497192,0.016596416912771694,0.022599061650784513,0.008313111042245636,0.018251308201551852,0.005482418486032259,0.004611761492762767,0.005246561166470931,0.006698592726948949,-0.006349032142020095,0.005933981985777326,0.0012018301444531865,0.027292419608215157,-0.007637029966712894,0.005168015487474253
2024-10-07,-0.005362833907579745,-0.015295007686590645,-0.029006874042109665,0.0014015076942299753,-0.005189340953002497,-0.004544444407772796,-0.024739016178585094,-0.024422456098799228,-0.004222223978831208,-0.0004510061379912056,-0.018726784797213458,-0.0018616977605409035,-0.024704778373354164,-0.004362117750399075,-0.005738311717226607,-0.006794732904111922,0.0,-0.005933354617561615,-0.007943967704257315,0.00023997383611384926,0.0034280721477462084,-0.007695803045186911,-0.0077121359895410135
2024-10-08,0.008411068204533745,0.00961538740131207,0.0012988619443778937,0.003009195884802418,0.004694759616966415,-0.0009610394514293352,0.007968813264924934,0.008590081373240466,0.006849361041251667,0.006948174022620712,0.013868448173937509,0.005062663798606648,0.028265368330464336,-0.006936777376813863,-0.00307808125789788,0.0061471963781416505,-0.0019011092574405808,0.00367301905972095,0.006897683729814474,0.013632218214981506,0.004795977237628923,0.0038776524927759404,0.0
2024-10-09,0.02053162686016896,0.010989117160013828,0.011782490862858541,0.00286059030802166,-0.0007787206882285957,0.0038480401194733727,-0.01593231055096278,-0.015330363449771012,0.004859073098715028,0.008692546397850887,-0.004014242728867745,-0.022799565287259127,0.007855773156505874,0.017647050960678756,0.014280238081058494,0.012810287429912748,0.00476196391216388,0.0032022884704230314,0.0029133443524360647,0.004356667140873682,0.006015418819532048,0.002272289915136394,0.0012953664706754076
2024-10-10,-0.01568765465159183,-0.0072464145221610154,-0.006517078275649291,-0.012313962182434524,-0.011431598739248594,-0.009343631598676905,0.0007358269503288106,0.001359156325965838,0.0012894445877231764,0.001154982992468856,-0.011312286818319861,-0.008410300904100776,0.003931629683074034,-0.023482637156031938,-0.022831040249083112,-0.010313134156761716,-0.019905202940780242,-0.019951993684746094,-0.003768525745432072,-0.0030174456026500485,-0.002404751824514162,-0.011097824629830333,-0.024579567496978094
2024-10-11,-0.008303458228797966,0.0038928373660538362,0.01225936513419712,0.008945593274598762,-0.0013140672002276421,0.0009673146825297518,0.008211912476204786,0.007157085639489136,0.010624568899091136,0.01881262819467766,0.010482583018118996,0.032011037013750965,-0.01026989309131554,0.013688428971456723,0.009735167074954587,0.011207140840732155,0.0009671486214324343,0.0070688112094223765,0.004964889065448341,0.007519403488857268,0.010424071844846061,0.0011641080016697725,-0.002652517377678909
2024-10-14,0.017635332664545533,0.01720802579794012,0.008923884943611515,0.006492398888453321,0.005526243324024183,0.003865704775250167,0.011123268129070274,0.010536597573957085,0.003504396444114377,0.008971333517982183,0.0007965196240966588,0.0018557749788166156,-0.01354470638077021,0.002919730153157607,0.004242219527366586,0.003888797786626208,0.0019322416074905036,-0.005147427094862933,-0.009488732404613787,0.013471698227937035,0.002192251891926622,0.004418650305848093,0.0026595719384630012
2024-10-15,0.000421985092190047,0.0033356713553107653,-0.007897332089718545,0.015606729748093962,0.006542823987196966,0.006738886506202579,0.00330620762365319,0.0030311021677476013,0.0041269308416671535,-0.004229954068198261,-0.007028769091282028,0.021963459209118685,-0.009845749693197736,0.016011661354445206,0.016512982158294998,0.007360025626202749,0.012536187610435512,0.011759185974551611,-0.007521142171404871,0.005187353272007478,0.003989000869799142,0.012734488159519941,0.007957552133036838
2024-10-16,-0.005181662975394907,0.003324674667467331,0.02685210400073057,-0.009424984804148773,0.007540340703124482,0.005976639770779668,-0.0009585296478137328,-0.0018132209376350295,0.00948470330328366,-0.008149066531826676,-0.016170027308015755,-0.02058511868906776,-0.005637525962290613,-0.0017908187452781998,-0.003777775961605001,0.014131908654580139,0.0019047303579569075,0.009297920979242535,0.018347200754547544,0.012578891198982811,-0.007305346794964973,0.003886571209269718,0.052631592156154205
2024-10-17,-0.008146091791721544,-0.00047340618064872775,-0.002170516515636489,-0.005791555336300824,0.00825800805624577,0.011644425149364146,-0.013374161354248737,-0.01350208232122263,0.004071415672465273,0.006992355534975125,0.00024281669916947912,0.005419646070718098,-0.020441560663728597,0.002511671607022148,0.002654463910529259,-0.0025594453621995417,-0.018060767537161238,0.0009212715633608592,0.002898282437452382,0.00996537273849829,-0.0007747103036568337,-0.001366478453596609,-0.0274999737739563
2024-10-18,-0.005862099456203307,-0.007103992205227172,0.007665188580538995,0.0010403029487962012,-0.002559423746415712,-0.002349026767451745,0.003282408196396469,0.0030074040407856995,-0.0009358046179198665,-0.0023435174482420162,-0.0007974205106227039,0.010518045280526023,0.11087033742104224,-0.0014316842322623646,-0.004160319241887422,-0.007032925029242465,0.011616551212261905,0.005522361954650501,0.014840260383268244,0.005677022684258182,0.003101046625415993,0.003192782648793413,0.00514138313294632
2024-10-21,-0.031325764406273215,-0.03338900425103841,-0.006784525648845463,0.009421549362719217,-0.011547403192105232,-0.00988944914830503,0.00454421183302256,0.003977641030523005,-0.012800444407707001,0.0001739746184241664,-0.0022725357406157,-0.015092382452714492,0.010708338267186202,0.0010753026680716538,0.0,-0.008326900783740543,-0.013397000550365412,-0.008695733744412348,-0.00815834033053553,-0.0019712921767709446,0.01036903823050328,-0.006592470068098377,-0.034526851022965044
