Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
COST,0.12,0.12,0.12,0.12,0.12
PG,0.1,0.1,0.09,0.08,0.08
KO,0.08,0.08,0.08,0.07,0.07
PEP,0.08,0.08,0.08,0.07,0.07
WMT,0.12,0.12,0.1,0.1,0.1
MNST,0.08,0.07,0.07,0.08,0.08
EL,0.07,0.06,0.045,0.07,0.06
CHD,0.05,0.07,0.05,0.05,0.06
KR,0.05,0.01,0.025,0.03,0.02
CL,0.04,0.05,0.06,0.06,0.06
KMB,0.03,0.04,0.04,0.04,0.04
GIS,0.03,0.04,0.035,0.03,0.03
HSY,0.03,0.04,0.045,0.04,0.04
CLX,0.02,0.03,0.03,0.02,0.02
MDLZ,0.03,0.03,0.055,0.05,0.04
MKC,0.02,0.02,0.025,0.03,0.05
HRL,0.02,0.02,0.015,0.02,0.02
CAG,0.015,0.01,0.005,0.01,0.01
SYY,0.01,0.01,0.02,0.02,0.02
ADM,0.005,,0.01,0.01,0.01
