Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
MSFT,0.12,0.12,0.12,0.12,0.12
AAPL,0.1,0.1,0.1,0.1,0.1
NVDA,0.13,0.13,0.13,0.13,0.13
AVGO,0.05,0.05,0.06,0.06,0.06
NOW,0.04,0.05,0.05,0.05,0.05
PANW,0.04,0.05,0.05,0.06,0.06
CRWD,0.04,0.06,0.05,0.05,0.05
AMD,0.08,0.06,0.05,0.05,0.05
ADBE,0.05,0.05,0.02,0.01,0.03
CRM,0.04,0.04,0.05,0.04,0.04
INTU,0.06,0.04,0.05,0.05,0.05
ORCL,0.05,0.03,0.05,0.05,0.04
QCOM,0.04,0.04,0.04,0.04,0.04
CDNS,0.03,0.02,0.02,0.02,0.025
SNPS,0.02,0.01,0.01,0.02,0.025
KLAC,0.03,0.04,0.03,0.03,0.03
LRCX,0.03,0.04,0.04,0.03,0.03
MPWR,0.02,0.03,0.03,0.02,0.02
ENPH,0.03,0.02,0.02,0.02,0.02
CSCO,,0.02,0.03,0.05,0.03
