Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
WM,0.08,0.0769230769230769,0.08,0.08,0.08
UNP,0.075,0.06730769230769229,0.07,0.07,0.07
HON,0.07,0.057692307692307675,0.06,0.05,0.06
CAT,0.065,0.0769230769230769,0.07,0.07,0.07
ODFL,0.06,0.06730769230769229,0.08,0.08,0.08
RTX,0.05,0.048076923076923066,0.05,0.06,0.05
LMT,0.05,0.03846153846153845,0.06,0.06,0.05
TDG,0.05,0.057692307692307675,0.06,0.06,0.06
UBER,0.06,0.028846153846153837,0.03,0.03,0.03
PWR,0.05,0.03846153846153845,0.06,0.05,0.06
CARR,0.05,0.03846153846153845,0.04,0.04,0.05
AME,0.05,0.048076923076923066,0.05,0.05,0.05
GE,0.04,0.028846153846153837,0.02,0.03,0.03
UPS,0.05,0.057692307692307675,0.04,0.04,0.04
CSX,0.045,0.048076923076923066,0.05,0.05,0.05
DE,0.04,0.057692307692307675,0.04,0.04,0.04
ETN,0.035,0.057692307692307675,0.05,0.05,0.04
FDX,0.03,0.03846153846153845,0.03,0.03,0.03
NSC,0.03,0.048076923076923066,0.04,0.04,0.04
BA,0.02,0.019230769230769225,0.02,0.02,0.02
