Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
UNH,0.12,0.12,0.1,0.1,0.1
LLY,0.11,0.1,0.12,0.12,0.12
ABBV,0.08,0.1,0.0,0.0,0.05
TMO,0.08,0.05,0.04,0.04,0.06
ISRG,0.07,0.08,0.08,0.08,0.08
VRTX,0.06,0.07,0.06,0.08,0.06
DXCM,0.05,0.06,0.08,0.08,0.08
REGN,0.05,0.05,0.07,0.07,0.07
JNJ,0.05,0.08,0.08,0.08,0.08
PFE,0.04,0.03,0.04,0.0,0.0
IDXX,0.04,0.04,0.05,0.06,0.02
ALGN,0.03,0.01,0.01,0.0,0.0
CVS,0.03,0.03,0.03,0.05,0.07
DHR,0.03,0.04,0.03,0.03,0.05
ABT,0.03,0.02,0.07,0.07,0.03
SYK,0.03,0.04,0.02,0.03,0.04
AMGN,0.03,0.02,0.0,0.0,0.0
GILD,0.02,0.02,0.05,0.05,0.05
BMY,0.02,0.02,0.03,0.0,0.0
BIIB,0.03,0.02,0.04,0.06,0.04
