Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
LIN,0.12,0.12,0.15,0.1188118811881188,0.12
APD,0.1,0.1,0.12,0.09405940594059406,0.1
SHW,0.09,0.09,0.1,0.10396039603960396,0.09
ECL,0.09,0.09,0.1,0.09900990099009901,0.09
FCX,0.08,0.08,0.08,0.0891089108910891,0.08
NUE,0.08,0.08,0.07,0.06930693069306931,0.08
VMC,0.07,0.07,0.06,0.06435643564356436,0.07
MLM,0.07,0.07,0.05,0.0594059405940594,0.07
DOW,0.06,0.06,0.05,0.07920792079207921,0.06
PPG,0.06,0.06,0.05,0.07425742574257425,0.06
CF,0.05,0.05,0.04,0.04455445544554455,0.05
MOS,0.04,0.04,0.03,0.01485148514851485,0.04
EMN,0.04,0.04,0.03,0.0297029702970297,0.04
AVY,0.03,0.03,0.03,0.034653465346534656,0.03
IFF,0.02,0.02,0.04,0.024752475247524754,0.02
