Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
HON,0.1,0.12,0.09615384615384613,0.12,0.12
RTX,0.08,0.1,0.0769230769230769,0.1,0.1
GE,0.06,0.08,0.057692307692307675,0.08,0.08
CAT,0.09,0.09,0.08653846153846151,0.09,0.09
DE,0.08,0.09,0.0769230769230769,0.09,0.08
ETN,0.07,0.07,0.06730769230769229,0.07,0.07
EMR,0.06,0.06,0.06730769230769229,0.07,0.06
WM,0.07,0.05,0.057692307692307675,0.06,0.05
CSX,0.06,0.05,0.048076923076923066,0.05,0.05
UNP,0.06,0.05,0.048076923076923066,0.05,0.05
LMT,0.07,0.06,0.0769230769230769,0.06,0.06
BA,0.05,0.04,0.048076923076923066,0.04,0.04
TT,0.06,0.05,0.057692307692307675,0.05,0.05
PH,0.05,0.05,0.06730769230769229,0.04,0.06
GD,0.04,0.04,0.06730769230769229,0.03,0.04
