Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
PLD,0.12,0.12,0.11764705882352941,0.12499999999999999,0.12
AMT,0.11,0.1,0.09803921568627451,0.10416666666666666,0.1
EQIX,0.11,0.1,0.09803921568627451,0.09895833333333333,0.1
SPG,0.08,0.06,0.0784313725490196,0.07291666666666667,0.08
AVB,0.06,0.05,0.06862745098039216,0.06249999999999999,0.06
CCI,0.06,0.08,0.058823529411764705,0.057291666666666664,0.06
EXR,0.05,0.03,0.058823529411764705,0.04687499999999999,0.02
SBAC,0.05,0.06,0.049019607843137254,0.05208333333333333,0.05
DLR,0.05,0.07,0.049019607843137254,0.057291666666666664,0.06
INVH,0.05,0.05,0.049019607843137254,0.036458333333333336,0.05
O,0.04,0.03,0.0392156862745098,0.05208333333333333,0.05
VTR,0.04,0.02,0.0392156862745098,0.020833333333333332,0.02
ARE,0.03,0.03,0.029411764705882353,0.031249999999999997,0.03
PSA,0.03,0.04,0.029411764705882353,0.036458333333333336,0.04
IRM,0.03,0.02,0.024509803921568627,0.015624999999999998,0.02
ESS,0.02,0.01,0.024509803921568627,0.010416666666666666,0.01
MAA,0.02,0.02,0.024509803921568627,0.026041666666666664,0.03
EQR,0.02,0.05,0.024509803921568627,0.031249999999999997,0.03
BXP,0.02,0.02,0.0196078431372549,0.020833333333333332,0.03
WELL,0.01,0.04,0.0196078431372549,0.041666666666666664,0.04
