Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
GOOGL,0.2,0.19047619047619047,0.18,0.2,0.2
META,0.18,0.19047619047619047,0.17,0.18,0.18
NFLX,0.12,0.09523809523809523,0.1,0.1,0.1
TMUS,0.1,0.047619047619047616,0.12,0.09,0.08
CMCSA,0.08,0.047619047619047616,0.06,0.08,0.07
CHTR,0.07,0.047619047619047616,0.07,0.07,0.07
DIS,0.06,0.09523809523809523,0.08,0.06,0.08
EA,0.05,0.047619047619047616,0.04,0.04,0.04
TTWO,0.04,0.047619047619047616,0.05,0.05,0.05
WBD,0.03,0.023809523809523808,0.04,0.03,0.04
VZ,0.03,0.047619047619047616,0.03,0.03,0.03
T,0.02,0.047619047619047616,0.02,0.02,0.03
PARA,0.01,0.023809523809523808,0.01,0.02,
OMC,0.005,0.023809523809523808,0.02,0.015,0.02
IPG,0.005,0.023809523809523808,0.01,0.015,0.01
