Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
AAPL,0.1530612244897959,0.18,0.15,0.18,0.15151515151515146
MSFT,0.1530612244897959,0.17,0.15,0.17,0.15151515151515146
NVDA,0.1224489795918367,0.15,0.15,0.15,0.12121212121212119
AVGO,0.08163265306122447,0.08,0.1,0.08,0.08080808080808079
CRM,0.07142857142857142,0.06,0.07,0.06,0.0707070707070707
ADBE,0.06122448979591835,0.06,0.06,0.06,0.0707070707070707
AMD,0.06122448979591835,0.05,0.05,0.05,0.060606060606060594
PANW,0.0510204081632653,0.04,0.04,0.04,0.0505050505050505
CRWD,0.0510204081632653,0.04,0.04,0.03,0.040404040404040394
NOW,0.040816326530612235,0.05,0.05,0.04,0.0505050505050505
SNPS,0.030612244897959176,0.02,0.03,0.03,0.030303030303030297
KLAC,0.030612244897959176,0.02,0.03,0.03,0.030303030303030297
ORCL,0.030612244897959176,0.03,0.03,0.03,0.030303030303030297
INTU,0.030612244897959176,0.03,0.03,0.03,0.030303030303030297
CDNS,0.030612244897959176,0.02,0.02,0.02,0.030303030303030297
