Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
AAPL,0.1515151515151515,0.15,0.13636363636363635,0.15,0.15
MSFT,0.1414141414141414,0.14,0.13636363636363635,0.14,0.12
NVDA,0.1212121212121212,0.12,0.10909090909090907,0.12,0.1
AMD,0.0808080808080808,0.08,0.07272727272727272,0.08,0.08
AVGO,0.0707070707070707,0.07,0.045454545454545456,0.07,0.07
CRM,0.050505050505050504,0.06,0.045454545454545456,0.06,0.06
ADBE,0.050505050505050504,0.05,0.045454545454545456,0.05,0.06
ORCL,0.0404040404040404,0.02,0.03636363636363636,0.04,0.02
CSCO,0.0404040404040404,0.02,0.045454545454545456,0.015,0.02
INTC,0.0303030303030303,0.01,0.027272727272727268,0.01,0.01
IBM,0.0303030303030303,0.015,0.027272727272727268,0.015,0.01
QCOM,0.0303030303030303,0.02,0.03636363636363636,0.02,0.03
TXN,0.0303030303030303,0.015,0.027272727272727268,0.02,0.02
NOW,0.025252525252525252,0.05,0.03636363636363636,0.035,0.03
PANW,0.025252525252525252,0.04,0.03636363636363636,0.035,0.05
SNPS,0.0202020202020202,0.03,0.027272727272727268,0.03,0.03
FTNT,0.0202020202020202,0.03,0.027272727272727268,0.03,0.04
CRWD,0.01515151515151515,0.04,0.03636363636363636,0.03,0.05
INTU,0.01515151515151515,0.03,0.027272727272727268,0.04,0.04
HPE,0.0101010101010101,0.01,0.01818181818181818,0.01,0.01
