Stock,Weight
HON,0.09374999999999999
 UNP,0.08333333333333333
 LMT,0.07812499999999999
 CAT,0.07291666666666667
 UPS,0.07291666666666667
 ETN,0.06770833333333333
 JCI,0.06249999999999999
 WM,0.057291666666666664
 RTX,0.05208333333333333
 DE,0.05208333333333333
 ROK,0.04687499999999999
 ITW,0.041666666666666664
 CSX,0.036458333333333336
 RSG,0.031249999999999997
 GD,0.031249999999999997
 CARR,0.031249999999999997
 PH,0.026041666666666664
 CMI,0.020833333333333332
 OTIS,0.020833333333333332
 EMR,0.020833333333333332
