Stock,Weight
AMZN,0.15841584158415842
 HD,0.1188118811881188
 MCD,0.0891089108910891
 TSLA,0.0891089108910891
 NKE,0.06930693069306931
 LULU,0.0594059405940594
 BKNG,0.0594059405940594
 CMG,0.04950495049504951
 TJX,0.04950495049504951
 ORLY,0.039603960396039604
 LOW,0.039603960396039604
 DHI,0.0297029702970297
 MAR,0.0297029702970297
 SBUX,0.0297029702970297
 YUM,0.019801980198019802
 ROST,0.019801980198019802
 HLT,0.01485148514851485
 GM,0.01485148514851485
 LEN,0.009900990099009901
 F,0.009900990099009901
