Stock,Weight
GOOGL,0.13978494623655913
 GOOG,0.13978494623655913
 META,0.21505376344086022
 TMUS,0.0967741935483871
 NFLX,0.08602150537634408
 LYV,0.06451612903225806
 DIS,0.053763440860215055
 EA,0.03763440860215054
 TTWO,0.03763440860215054
 CMCSA,0.03225806451612903
 MTCH,0.02150537634408602
 CHTR,0.016129032258064516
 VZ,0.016129032258064516
 T,0.01075268817204301
 WBD,0.01075268817204301
 OMC,0.005376344086021505
 IPG,0.005376344086021505
 FOXA,0.005376344086021505
 PARA,0.0032258064516129032
 NWSA,0.002150537634408602
