Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
AIG,0.024,0.033898305084745756,0.02,0.03,0.025
AXP,0.048,0.0423728813559322,0.03,0.05,0.05
BAC,0.04,0.08050847457627118,0.06,0.0625,0.05
BLK,0.072,0.050847457627118633,0.07,0.0375,0.07
BRK.B,0.048,0.055084745762711856,0.08,0.1,0.08
BX,0.072,0.0423728813559322,0.04,0.0375,0.07
C,0.04,0.050847457627118633,0.03,0.0625,0.025
CB,0.032,0.033898305084745756,0.05,0.03,0.025
COF,0.032,0.025423728813559317,0.03,0.05,0.025
GS,0.056,0.05932203389830508,0.06,0.05,0.06
JPM,0.064,0.09322033898305083,0.08,0.0625,0.08
MA,0.088,0.07627118644067796,0.08,0.075,0.09
MET,0.032,0.025423728813559317,0.04,0.03,0.025
MS,0.056,0.05932203389830508,0.06,0.05,0.06
PGR,0.032,0.033898305084745756,0.05,0.03,0.025
PRU,0.032,0.025423728813559317,0.04,0.03,0.025
SCHW,0.056,0.0423728813559322,0.03,0.0375,0.05
STT,0.048,0.025423728813559317,0.03,0.0375,0.025
V,0.088,0.07627118644067796,0.08,0.075,0.09
WFC,0.04,0.06779661016949151,0.04,0.0625,0.05
