Stock,Weight
PLD,0.12048192771084336
AMT,0.10240963855421686
EQIX,0.10140562248995984
SPG,0.07429718875502009
AVB,0.06024096385542168
CCI,0.06325301204819277
EXR,0.041164658634538144
SBAC,0.05220883534136546
DLR,0.057228915662650606
INVH,0.047188755020080325
O,0.04216867469879518
VTR,0.02811244979919679
ARE,0.03012048192771084
PSA,0.035140562248995984
IRM,0.02208835341365462
ESS,0.01506024096385542
MAA,0.024096385542168672
EQR,0.031124497991967866
BXP,0.022088353413654616
WELL,0.030120481927710847
