Stock,Weight
XOM,0.11990200317048563
CVX,0.11961377720132581
FANG,0.07974251813421723
EOG,0.08954220108565115
CTRA,0.03919873180573568
SLB,0.05908632367776336
HAL,0.0009607532305327377
BKR,0.00108084738434933
KMI,0.04986309266464908
MPC,0.07993466878032378
VLO,0.06965460921362347
PSX,0.02104049574866695
COP,0.09943795936013834
OXY,0.060047076908296096
DVN,0.029879425469568135
WMB,0.049574866695489266
HES,0.029879425469568135
EQT,0.00048037661526636886
APA,0.00048037661526636886
TRGP,0.000600470769082961
