Stock,Weight
AMZN,0.1764705882352941
TSLA,0.13137254901960785
HD,0.09411764705882353
NKE,0.07647058823529412
MCD,0.06666666666666667
LOW,0.05294117647058824
SBUX,0.049019607843137254
BKNG,0.049019607843137254
ORLY,0.04313725490196079
DHI,0.029411764705882353
ULTA,0.03333333333333333
LEN,0.029411764705882353
ROST,0.029411764705882353
F,0.020588235294117643
GM,0.021568627450980392
EBAY,0.016666666666666666
MAR,0.0196078431372549
CMG,0.021568627450980392
AZO,0.019607843137254898
DPZ,0.019607843137254898
