Stock,Weight
META,0.17622397498756484
GOOGL,0.17622397498756484
NFLX,0.09853383547691799
DIS,0.07901655652668232
TMUS,0.06916317297899054
CMCSA,0.05940453350387268
CHTR,0.04974063810132879
EA,0.03979251048106303
TTWO,0.03979251048106303
FOX,0.019896255240531513
WBD,0.029654894715649357
OMC,0.010137615765413681
IPG,0.010137615765413681
LYV,0.019706767095383604
NWSA,0.010137615765413681
VZ,0.029370662497927476
MTCH,0.019801511167957555
T,0.019801511167957555
PARA,0.019422534877661716
FOXA,0.024041308415642247
