Stock,Weight
AAPL,0.14784394250513344
MSFT,0.14784394250513344
NVDA,0.1293634496919918
AVGO,0.08008213552361396
CRM,0.05749486652977412
NOW,0.049281314168377825
ADBE,0.049281314168377825
AMD,0.053388090349075976
QCOM,0.03901437371663244
CRWD,0.041067761806981525
PANW,0.03490759753593429
ACN,0.028747433264887066
SNPS,0.030800821355236135
FTNT,0.02464065708418891
ORCL,0.02053388090349076
CSCO,0.02053388090349076
IBM,0.01026694045174538
KLAC,0.012320328542094455
CDNS,0.012320328542094455
INTC,0.01026694045174538
