Stock,Weight
ODFL,0.08955223880597013
 UNP,0.07960199004975124
 DE,0.07462686567164178
 HON,0.06965174129353234
 WM,0.06467661691542288
 ROK,0.059701492537313425
 ETN,0.059701492537313425
 ITW,0.054726368159203974
 LMT,0.054726368159203974
 CSX,0.04975124378109452
 UPS,0.044776119402985065
 PH,0.044776119402985065
 TT,0.03980099502487562
 GE,0.03980099502487562
 CARR,0.03980099502487562
 CAT,0.03482587064676617
 GWW,0.029850746268656712
 RTX,0.02487562189054726
 JCI,0.02487562189054726
 FDX,0.01990049751243781
