Stock,Weight
NVDA,0.11538461538461538
 MSFT,0.10576923076923077
 AVGO,0.08653846153846154
 AMD,0.06730769230769232
 CRM,0.05769230769230769
 PANW,0.05769230769230769
 AAPL,0.05769230769230769
 NOW,0.04807692307692308
 ADBE,0.04807692307692308
 CRWD,0.04807692307692308
 LRCX,0.038461538461538464
 SNPS,0.038461538461538464
 CDNS,0.038461538461538464
 ANET,0.038461538461538464
 INTU,0.038461538461538464
 FTNT,0.028846153846153844
 KLAC,0.028846153846153844
 ACN,0.019230769230769232
 DELL,0.019230769230769232
 IBM,0.019230769230769232
