Stock,Weight
LIN,0.11881188118811883
 SHW,0.09900990099009904
 APD,0.08910891089108912
 ALB,0.08415841584158418
 ECL,0.07920792079207922
 FCX,0.07425742574257427
 CTVA,0.06435643564356437
 DOW,0.05940594059405942
 MLM,0.04950495049504952
 PPG,0.04455445544554456
 VMC,0.03960396039603961
 NUE,0.03465346534653466
 PKG,0.03465346534653466
 BALL,0.02970297029702971
 AVY,0.02970297029702971
 STLD,0.02475247524752476
 DD,0.019801980198019806
 NEM,0.014851485148514854
 CF,0.004950495049504951
 MOS,0.004950495049504951
