Stock,Weight_0,Weight_1,Weight_2,Weight_3,Weight_4
EQIX,0.12,0.11,0.10638297872340423,0.11,0.10891089108910888
AMT,0.11,0.115,0.11702127659574464,0.12,0.11881188118811878
PLD,0.11,0.12,0.12765957446808507,0.115,0.12376237623762373
CCI,0.1,0.1,0.08510638297872337,0.095,0.09900990099009899
DLR,0.1,0.09,0.08510638297872337,0.09,0.08910891089108909
SBAC,0.09,0.08,0.07446808510638296,0.08,0.07425742574257424
ARE,0.08,0.03,0.07446808510638296,0.03,0.0198019801980198
EXR,0.06,0.04,0.06382978723404253,0.045,0.03465346534653465
WELL,0.05,0.07,0.053191489361702114,0.055,0.044554455445544545
PSA,0.04,0.045,0.053191489361702114,0.035,0.05940594059405939
O,0.04,0.035,0.021276595744680844,0.06,0.0693069306930693
AVB,0.03,0.055,0.04255319148936169,0.07,0.05445544554455444
EQR,0.03,0.05,0.04255319148936169,0.04,0.04950495049504949
SPG,0.02,0.03,0.021276595744680844,0.03,0.029702970297029695
MAA,0.02,0.03,0.03191489361702127,0.025,0.024752475247524747
