Stock,Weight
GOOGL,0.13673655423883319
META,0.1257976298997265
NFLX,0.0911577028258888
DIS,0.07292616226071104
CMCSA,0.047402005469462175
T,0.02187784867821331
VZ,0.03646308113035552
WBD,0.012762078395624432
NWSA,0.00911577028258888
CHTR,0.05651777575205106
TMUS,0.07292616226071104
MTCH,0.027347310847766634
PARA,0.012762078395624432
IPG,0.010938924339106655
EA,0.052871467639015506
TTWO,0.04010938924339107
OMC,0.02187784867821331
FOXA,0.00911577028258888
FOX,0.00911577028258888
GOOG,0.13217866909753873
