Stock,Weight
UNH,0.11967090501121914
JNJ,0.08077786088257292
PFE,0.05360259286960857
ABBV,0.06382448267265022
TMO,0.06881077038145102
ISRG,0.05784093742208925
REGN,0.04487658937920718
VRTX,0.040887559212166545
GILD,0.033906756419845425
BIIB,0.018947893293443034
MRNA,0.02692595362752431
DXCM,0.03590127150336575
EW,0.02592869608576415
CVS,0.043879331837447015
CI,0.033906756419845425
HUM,0.030914983794564945
AMGN,0.033906756419845425
LLY,0.09473946646721516
ZTS,0.02892046871104463
MRK,0.06182996758912989
