Stock,Weight
PLD,0.1417165668662675
AMT,0.10578842315369262
CCI,0.07385229540918165
EQIX,0.10379241516966069
PSA,0.06686626746506986
WELL,0.059880239520958084
DLR,0.07984031936127745
O,0.05089820359281438
AVB,0.059880239520958084
EQR,0.0499001996007984
SBAC,0.038922155688622756
EXR,0.03992015968063872
VTR,0.031936127744510975
BXP,0.012375249500998005
HST,0.004590818363273454
SPG,0.022954091816367265
UDR,0.0279441117764471
KIM,0.008982035928143712
REG,0.013572854291417167
FRT,0.006387225548902196
