Stock,Weight
GOOGL,0.21989528795811522
META,0.17277486910994763
NFLX,0.10994764397905761
DIS,0.08049738219895289
VZ,0.04221204188481676
TMUS,0.07657068062827226
CHTR,0.06086387434554974
CMCSA,0.05301047120418849
T,0.02454188481675393
PARA,0.01055301047120419
WBD,0.009571335078534034
EA,0.045157068062827224
TTWO,0.032395287958115186
FOXA,0.010798429319371727
NWSA,0.0014725130890052356
MTCH,0.022251308900523563
IPG,0.003926701570680629
OMC,0.004908376963350785
FOX,0.0019633507853403145
LYV,0.01668848167539267
