Stock,Weight
XOM,0.13637633721858533
CVX,0.13637633721858533
COP,0.0736268561392304
EOG,0.043529458725850234
SLB,0.04059556123263611
MPC,0.058218904678269186
PSX,0.05622305604342965
VLO,0.05223135877375059
HES,0.029558518281973492
OXY,0.029558518281973492
DVN,0.02656474532971419
FANG,0.02656474532971419
APA,0.02357097237745489
HAL,0.026624620788759382
BKR,0.026624620788759382
WMB,0.055205173239661495
OKE,0.055205173239661495
KMI,0.054207248922241734
EQT,0.024568896694874658
CTRA,0.024568896694874658
