Stock,Weight
DOW,0.05366812402230155
DD,0.05366812402230155
LIN,0.07873731498937067
APD,0.07793510087842445
ECL,0.07572901207332237
LYB,0.05286590991135534
ALB,0.07733344029521479
SHW,0.05124142633668926
PPG,0.044222052865909904
NUE,0.054550559544342375
STLD,0.04953672135092856
FCX,0.043520115518831975
NEM,0.043520115518831975
MLM,0.03860655408928643
VMC,0.03860655408928643
IP,0.028799486582968995
PKG,0.028799486582968995
EMN,0.04424210821868356
MOS,0.035618306526011785
AVY,0.028799486582968995
