Stock,Weight
AMZN,0.09210840496657115
TSLA,0.09171044253422476
HD,0.05533667621776504
MCD,0.047039159503342885
NKE,0.04843202801655524
SBUX,0.04166666666666666
LOW,0.04538761540910538
BKNG,0.07103629417382999
GM,0.03724928366762178
F,0.033110474371219355
TJX,0.04184574976122254
ROST,0.042462591531359443
CMG,0.07563276026743075
AZO,0.03880133715377268
BBY,0.028573702642470552
DHI,0.03748806112702961
ORLY,0.03880133715377268
YUM,0.03669213626233684
HAS,0.02956860872333652
LULU,0.06705666985036612
