Stock,Weight
JNJ,0.07008781787156115
UNH,0.07391684355100513
PFE,0.03500228909143879
ABBV,0.06076497273900195
MRK,0.056519748616140175
LLY,0.08681899529695758
REGN,0.051650226828151666
VRTX,0.0473633828609481
MRNA,0.04286843967203562
BIIB,0.03004952761476672
AMGN,0.0520248054272277
BMY,0.03908103383693345
GILD,0.03899779414824988
CI,0.047488242393973444
MDT,0.03912265368127523
TMO,0.0520248054272277
ISRG,0.038789694926540975
SYK,0.03874807508219919
HCA,0.0384983560161485
DHR,0.060182294918217014
