Stock,Weight
GOOGL,0.14374225526641884
META,0.13401257515259996
NFLX,0.09601174904768459
DIS,0.08619027949882967
WBD,0.014778099040800404
PARA,0.023773463674331082
FOXA,0.01909220248749369
CMCSA,0.07095323328284914
VZ,0.04745513791362614
T,0.04268208729175272
TMUS,0.07627702051493873
EA,0.05736839689751709
TTWO,0.05241176740557161
CHTR,0.03272293359034374
OMC,0.008949469916012667
GOOG,0.03882693102023957
LYV,0.028317040708614436
FOX,0.009546101243746845
NWSA,0.009546101243746845
MTCH,0.007343154802882188
