Stock,Weight
AAPL,0.123943661971831
MSFT,0.12018779342723006
NVDA,0.10140845070422537
AVGO,0.07699530516431924
AMD,0.0619718309859155
CRM,0.050704225352112685
ORCL,0.04788732394366198
INTU,0.04694835680751174
TXN,0.03849765258215962
QCOM,0.03755868544600939
ACN,0.036619718309859155
NOW,0.036619718309859155
PANW,0.036619718309859155
FTNT,0.02910798122065728
INTC,0.025352112676056342
ADBE,0.03474178403755868
CSCO,0.02816901408450705
ANET,0.022535211267605635
LRCX,0.022535211267605635
AMAT,0.0215962441314554
