Stock,Weight
PLD,0.09936575052854121
AMT,0.09513742071881605
EQIX,0.10465116279069767
PSA,0.06236786469344607
O,0.0591966173361522
FRT,0.02431289640591966
AVB,0.050739957716701894
VICI,0.05496828752642706
DLR,0.07188160676532769
CCI,0.06659619450317124
INVH,0.04545454545454544
MAA,0.04122621564482029
WELL,0.03805496828752643
EXR,0.03805496828752643
SPG,0.011627906976744182
BXP,0.011627906976744186
VTR,0.020084566596194498
EQR,0.020084566596194498
ARE,0.057082452431289635
IRM,0.02748414376321353
