Stock,Weight
GOOGL,0.1167929292929293
GOOG,0.1156274281274281
META,0.18055555555555552
NFLX,0.10076728826728827
TMUS,0.08090520590520589
DIS,0.060994560994560985
LYV,0.04054972804972804
EA,0.03545066045066045
TTWO,0.03545066045066045
CMCSA,0.050407925407925394
CHTR,0.025349650349650348
MTCH,0.030400155400155397
WBD,0.020299145299145296
OMC,0.01515151515151515
IPG,0.01515151515151515
FOXA,0.015127233877233876
VZ,0.02034770784770784
NWSA,0.010173853923853924
PARA,0.010295260295260292
T,0.020202020202020197
